signature,gene,entrez,coefficient
luminal_ar,HOXC6,3223,1.0
luminal_ar,HOXC10,3226,1.0
luminal_ar,HOXC11,3227,1.0
luminal_ar,APBB2,323,1.0
luminal_ar,HPCAL1,3241,1.0
luminal_ar,HPD,3242,1.0
luminal_ar,HPGD,3248,1.0
luminal_ar,HPX,3263,1.0
luminal_ar,APEH,327,1.0
luminal_ar,HSD17B2,3294,1.0
luminal_ar,HSD17B4,3295,1.0
luminal_ar,ACADL,33,1.0
luminal_ar,HSPA2,3306,1.0
luminal_ar,HSPB1,3315,1.0
luminal_ar,PPM1J,333926,1.0
luminal_ar,APLP2,334,1.0
luminal_ar,ICA1,3382,1.0
luminal_ar,ICAM3,3385,1.0
luminal_ar,FAM5C,339479,1.0
luminal_ar,ACADM,34,1.0
luminal_ar,IDE,3416,1.0
luminal_ar,IDH1,3417,1.0
luminal_ar,IDH2,3418,1.0
luminal_ar,IDI1,3422,1.0
luminal_ar,APOD,347,1.0
luminal_ar,IGBP1,3476,1.0
luminal_ar,IGHG3,3502,1.0
luminal_ar,IGJ,3512,1.0
luminal_ar,IL1R1,3554,1.0
luminal_ar,IL13RA1,3597,1.0
luminal_ar,ACADSB,36,1.0
luminal_ar,AQP3,360,1.0
luminal_ar,ING2,3622,1.0
luminal_ar,INHBB,3625,1.0
luminal_ar,IPW,3653,1.0
luminal_ar,AR,367,1.0
luminal_ar,ABCC6,368,1.0
luminal_ar,ITGAV,3685,1.0
luminal_ar,ITGB5,3693,1.0
luminal_ar,ITPR1,3708,1.0
luminal_ar,ITPR3,3710,1.0
luminal_ar,NDUFS7,374291,1.0
luminal_ar,RAB15,376267,1.0
luminal_ar,KCNK1,3775,1.0
luminal_ar,KCNMA1,3778,1.0
luminal_ar,KCNS3,3790,1.0
luminal_ar,KPNA1,3836,1.0
luminal_ar,KRT7,3855,1.0
luminal_ar,KRT8,3856,1.0
luminal_ar,KRT10,3858,1.0
luminal_ar,KRT18,3875,1.0
luminal_ar,RHOB,388,1.0
luminal_ar,KRT19,3880,1.0
luminal_ar,FAM69A,388650,1.0
luminal_ar,LAMP2,3920,1.0
luminal_ar,LASP1,3927,1.0
luminal_ar,LBP,3929,1.0
luminal_ar,LGALS8,3964,1.0
luminal_ar,RHOH,399,1.0
luminal_ar,MEX3D,399664,1.0
luminal_ar,ARL1,400,1.0
luminal_ar,FAM174B,400451,1.0
luminal_ar,VWA5A,4013,1.0
luminal_ar,LTF,4057,1.0
luminal_ar,LUM,4060,1.0
luminal_ar,MARCKS,4082,1.0
luminal_ar,ARSA,410,1.0
luminal_ar,MAOA,4128,1.0
luminal_ar,MAPT,4137,1.0
luminal_ar,MAT2A,4144,1.0
luminal_ar,MB,4151,1.0
luminal_ar,CD46,4179,1.0
luminal_ar,DNAJB9,4189,1.0
luminal_ar,ME1,4199,1.0
luminal_ar,MEIS1,4211,1.0
luminal_ar,MAP3K5,4217,1.0
luminal_ar,SCGB2A2,4250,1.0
luminal_ar,MGST2,4258,1.0
luminal_ar,CD99,4267,1.0
luminal_ar,ASAH1,427,1.0
luminal_ar,MIPEP,4285,1.0
luminal_ar,MLH1,4292,1.0
luminal_ar,AFF1,4299,1.0
luminal_ar,MMP1,4312,1.0
luminal_ar,MMP2,4313,1.0
luminal_ar,MMP11,4320,1.0
luminal_ar,ALDH6A1,4329,1.0
luminal_ar,ASL,435,1.0
luminal_ar,MPP3,4356,1.0
luminal_ar,MPV17,4358,1.0
luminal_ar,ABCC1,4363,1.0
luminal_ar,TMEM41B,440026,1.0
luminal_ar,MYO1B,4430,1.0
luminal_ar,ASPH,444,1.0
luminal_ar,TARP,445347,1.0
luminal_ar,MSMB,4477,1.0
luminal_ar,MST1R,4486,1.0
luminal_ar,MSX2,4488,1.0
luminal_ar,MUC1,4582,1.0
luminal_ar,MVK,4598,1.0
luminal_ar,MYBPC1,4604,1.0
luminal_ar,GADD45B,4616,1.0
luminal_ar,NDUFA2,4695,1.0
luminal_ar,RERE,473,1.0
luminal_ar,NEDD4,4734,1.0
luminal_ar,ATOX1,475,1.0
luminal_ar,NFIC,4782,1.0
luminal_ar,NME4,4833,1.0
luminal_ar,NQO2,4835,1.0
luminal_ar,ATP2A3,489,1.0
luminal_ar,ATP2B1,490,1.0
luminal_ar,NUCB2,4925,1.0
luminal_ar,OMD,4958,1.0
luminal_ar,SLC22A18,5002,1.0
luminal_ar,ALDH7A1,501,1.0
luminal_ar,P2RY2,5029,1.0
luminal_ar,P4HA1,5033,1.0
luminal_ar,NSDHL,50814,1.0
luminal_ar,RNF141,50862,1.0
luminal_ar,PBX3,5090,1.0
luminal_ar,PCBP2,5094,1.0
luminal_ar,PCCA,5095,1.0
luminal_ar,PCDHGC3,5098,1.0
luminal_ar,PCDH7,5099,1.0
luminal_ar,COQ6,51004,1.0
luminal_ar,AMDHD2,51005,1.0
luminal_ar,ISOC1,51015,1.0
luminal_ar,PCK2,5106,1.0
luminal_ar,CRYL1,51084,1.0
luminal_ar,NDUFAF1,51103,1.0
luminal_ar,COQ4,51117,1.0
luminal_ar,SAR1B,51128,1.0
luminal_ar,INSIG2,51141,1.0
luminal_ar,HSD17B11,51170,1.0
luminal_ar,DCXR,51181,1.0
luminal_ar,COX16,51241,1.0
luminal_ar,SCAND1,51282,1.0
luminal_ar,ERGIC2,51290,1.0
luminal_ar,GMPR2,51292,1.0
luminal_ar,ZDHHC3,51304,1.0
luminal_ar,C4orf18,51313,1.0
luminal_ar,GALNAC4S-6ST,51363,1.0
luminal_ar,TEX264,51368,1.0
luminal_ar,COMMD10,51397,1.0
luminal_ar,PCYOX1,51449,1.0
luminal_ar,GULP1,51454,1.0
luminal_ar,LIMA1,51474,1.0
luminal_ar,PTPLAD1,51495,1.0
luminal_ar,GDE1,51573,1.0
luminal_ar,PIAS4,51588,1.0
luminal_ar,TMBIM4,51643,1.0
luminal_ar,CDK5RAP1,51654,1.0
luminal_ar,STYXL1,51657,1.0
luminal_ar,TMEM66,51669,1.0
luminal_ar,ENPP1,5167,1.0
luminal_ar,OAZ3,51686,1.0
luminal_ar,CYB5R1,51706,1.0
luminal_ar,CAB39,51719,1.0
luminal_ar,SEPX1,51734,1.0
luminal_ar,PECAM1,5175,1.0
luminal_ar,SYT17,51760,1.0
luminal_ar,CALML5,51806,1.0
luminal_ar,GALNT7,51809,1.0
luminal_ar,CECR1,51816,1.0
luminal_ar,PEX6,5190,1.0
luminal_ar,PEX7,5191,1.0
luminal_ar,PGC,5225,1.0
luminal_ar,PGD,5226,1.0
luminal_ar,PGK1,5230,1.0
luminal_ar,PHKB,5257,1.0
luminal_ar,SERPINA1,5265,1.0
luminal_ar,ATP6V0C,527,1.0
luminal_ar,PIGH,5283,1.0
luminal_ar,PIK3C2B,5287,1.0
luminal_ar,PIK3R1,5295,1.0
luminal_ar,PIP,5304,1.0
luminal_ar,PLAT,5327,1.0
luminal_ar,NUDT9,53343,1.0
luminal_ar,TPCN1,53373,1.0
luminal_ar,FXYD3,5349,1.0
luminal_ar,PLXNB3,5365,1.0
luminal_ar,ATP7A,538,1.0
luminal_ar,IL20RA,53832,1.0
luminal_ar,TRIM34,53840,1.0
luminal_ar,ACP5,54,1.0
luminal_ar,SLC37A1,54020,1.0
luminal_ar,UBL3,5412,1.0
luminal_ar,H2BFS,54145,1.0
luminal_ar,NANS,54187,1.0
luminal_ar,POLR2E,5434,1.0
luminal_ar,SLC38A2,54407,1.0
luminal_ar,YIPF1,54432,1.0
luminal_ar,PON2,5445,1.0
luminal_ar,PRR13,54458,1.0
luminal_ar,PON3,5446,1.0
luminal_ar,POR,5447,1.0
luminal_ar,UGT2B28,54490,1.0
luminal_ar,POU2AF1,5450,1.0
luminal_ar,RBM47,54502,1.0
luminal_ar,MXRA8,54587,1.0
luminal_ar,TMEM106B,54664,1.0
luminal_ar,CROT,54677,1.0
luminal_ar,MANSC1,54682,1.0
luminal_ar,PPEF1,5475,1.0
luminal_ar,TRPM4,54795,1.0
luminal_ar,PPIC,5480,1.0
luminal_ar,ASPN,54829,1.0
luminal_ar,SYTL2,54843,1.0
luminal_ar,SIDT1,54847,1.0
luminal_ar,EPS8L1,54869,1.0
luminal_ar,PIGG,54872,1.0
luminal_ar,RETSAT,54884,1.0
luminal_ar,C9orf6,54942,1.0
luminal_ar,HRASLS2,54979,1.0
luminal_ar,C9orf95,54981,1.0
luminal_ar,MOSC2,54996,1.0
luminal_ar,ACPP,55,1.0
luminal_ar,TMCO3,55002,1.0
luminal_ar,USP47,55031,1.0
luminal_ar,VPS37C,55048,1.0
luminal_ar,GPATCH2,55105,1.0
luminal_ar,TRIM68,55128,1.0
luminal_ar,ANO10,55129,1.0
luminal_ar,UBR7,55148,1.0
luminal_ar,PPP2CA,5515,1.0
luminal_ar,DALRD3,55152,1.0
luminal_ar,TMEM33,55161,1.0
luminal_ar,APPL2,55198,1.0
luminal_ar,TRIM62,55223,1.0
luminal_ar,ETNK2,55224,1.0
luminal_ar,LRRC1,55227,1.0
luminal_ar,THNSL2,55258,1.0
luminal_ar,ECHDC2,55268,1.0
luminal_ar,NUDT15,55270,1.0
luminal_ar,UEVLD,55293,1.0
luminal_ar,STYK1,55359,1.0
luminal_ar,CAMK2N1,55450,1.0
luminal_ar,TRPV6,55503,1.0
luminal_ar,TRIM36,55521,1.0
luminal_ar,GALNT10,55568,1.0
luminal_ar,NAGK,55577,1.0
luminal_ar,PRR5,55615,1.0
luminal_ar,PRKAA1,5562,1.0
luminal_ar,STAP2,55620,1.0
luminal_ar,THUMPD1,55623,1.0
luminal_ar,GOLSYN,55638,1.0
luminal_ar,PIGV,55650,1.0
luminal_ar,PRKACB,5567,1.0
luminal_ar,SCYL2,55681,1.0
luminal_ar,MREG,55686,1.0
luminal_ar,PRKAG1,5571,1.0
luminal_ar,FAR2,55711,1.0
luminal_ar,MUDENG,55745,1.0
luminal_ar,TMEM184C,55751,1.0
luminal_ar,PRKAR2B,5577,1.0
luminal_ar,CSGALNACT1,55790,1.0
luminal_ar,C1orf103,55791,1.0
luminal_ar,IQWD1,55827,1.0
luminal_ar,PRKCH,5583,1.0
luminal_ar,EAPP,55837,1.0
luminal_ar,EAF2,55840,1.0
luminal_ar,WWC3,55841,1.0
luminal_ar,WSB2,55884,1.0
luminal_ar,GPRC5C,55890,1.0
luminal_ar,MYO5C,55930,1.0
luminal_ar,GNG12,55970,1.0
luminal_ar,C19orf10,56005,1.0
luminal_ar,MAPK9,5601,1.0
luminal_ar,MAPK10,5602,1.0
luminal_ar,MAPK13,5603,1.0
luminal_ar,PDGFC,56034,1.0
luminal_ar,MAP2K6,5608,1.0
luminal_ar,PCDHA12,56137,1.0
luminal_ar,TDRD1,56165,1.0
luminal_ar,PRLR,5618,1.0
luminal_ar,PRODH,5625,1.0
luminal_ar,BEX4,56271,1.0
luminal_ar,AZGP1,563,1.0
luminal_ar,HTRA1,5654,1.0
luminal_ar,ERO1LB,56605,1.0
luminal_ar,PSEN1,5663,1.0
luminal_ar,NPDC1,56654,1.0
luminal_ar,C15orf24,56851,1.0
luminal_ar,TM9SF3,56889,1.0
luminal_ar,C8orf4,56892,1.0
luminal_ar,NDUFA4L2,56901,1.0
luminal_ar,C11orf60,56912,1.0
luminal_ar,MCCC1,56922,1.0
luminal_ar,FEM1C,56929,1.0
luminal_ar,PMEPA1,56937,1.0
luminal_ar,OLFML3,56944,1.0
luminal_ar,CTNNBIP1,56998,1.0
luminal_ar,CCDC47,57003,1.0
luminal_ar,AKR1B10,57016,1.0
luminal_ar,C16orf62,57020,1.0
luminal_ar,ANKMY2,57037,1.0
luminal_ar,PSMD5,5711,1.0
luminal_ar,MAN1C1,57134,1.0
luminal_ar,C20orf3,57136,1.0
luminal_ar,CORO1B,57175,1.0
luminal_ar,KIAA0485,,1.0
luminal_ar,PTGER4,5734,1.0
luminal_ar,ABHD6,57406,1.0
luminal_ar,C3orf14,57415,1.0
luminal_ar,NDRG3,57446,1.0
luminal_ar,PPM1H,57460,1.0
luminal_ar,MTUS1,57509,1.0
luminal_ar,PTK6,5753,1.0
luminal_ar,KIAA1324,57535,1.0
luminal_ar,ALPK3,57538,1.0
luminal_ar,KIAA1467,57613,1.0
luminal_ar,KIAA1598,57698,1.0
luminal_ar,SCUBE2,57758,1.0
luminal_ar,TRIB3,57761,1.0
luminal_ar,PTPRM,5797,1.0
luminal_ar,PXN,5829,1.0
luminal_ar,SQRDL,58472,1.0
luminal_ar,QARS,5859,1.0
luminal_ar,RAB1A,5861,1.0
luminal_ar,RGL2,5863,1.0
luminal_ar,RAB3B,5865,1.0
luminal_ar,RAB5B,5869,1.0
luminal_ar,RAB5C,5878,1.0
luminal_ar,TMEM8,58986,1.0
luminal_ar,RALB,5899,1.0
luminal_ar,RARRES3,5920,1.0
luminal_ar,ACE2,59272,1.0
luminal_ar,ZNF350,59348,1.0
luminal_ar,BCKDHB,594,1.0
luminal_ar,BCL2L1,598,1.0
luminal_ar,RNASE4,6038,1.0
luminal_ar,ELOVL5,60481,1.0
luminal_ar,RNPEP,6051,1.0
luminal_ar,RPL36AL,6166,1.0
luminal_ar,RPN2,6185,1.0
luminal_ar,RRBP1,6238,1.0
luminal_ar,RREB1,6239,1.0
luminal_ar,RRM2,6241,1.0
luminal_ar,RTN2,6253,1.0
luminal_ar,S100A7,6278,1.0
luminal_ar,S100A8,6279,1.0
luminal_ar,S100A9,6280,1.0
luminal_ar,S100P,6286,1.0
luminal_ar,TSPAN31,6302,1.0
luminal_ar,SC4MOL,6307,1.0
luminal_ar,SC5DL,6309,1.0
luminal_ar,SCD,6319,1.0
luminal_ar,SCNN1A,6337,1.0
luminal_ar,SCP2,6342,1.0
luminal_ar,BIK,638,1.0
luminal_ar,SDC1,6382,1.0
luminal_ar,SDC4,6385,1.0
luminal_ar,FAM111A,63901,1.0
luminal_ar,SEL1L,6400,1.0
luminal_ar,PBLD,64081,1.0
luminal_ar,MCCC2,64087,1.0
luminal_ar,EPB41L4A,64097,1.0
luminal_ar,SEPP1,6414,1.0
luminal_ar,DNAJC1,64215,1.0
luminal_ar,SFRP4,6424,1.0
luminal_ar,RAB17,64284,1.0
luminal_ar,ZNF323,64288,1.0
luminal_ar,SIL1,64374,1.0
luminal_ar,BLVRA,644,1.0
luminal_ar,NARFL,64428,1.0
luminal_ar,SGSH,6448,1.0
luminal_ar,TPSB2,64499,1.0
luminal_ar,BLVRB,645,1.0
luminal_ar,WDR13,64743,1.0
luminal_ar,MOSC1,64757,1.0
luminal_ar,SIAH1,6477,1.0
luminal_ar,RMND5B,64777,1.0
luminal_ar,RMND5A,64795,1.0
luminal_ar,DEPDC6,64798,1.0
luminal_ar,ST6GAL1,6480,1.0
luminal_ar,ARMCX5,64860,1.0
luminal_ar,CASD1,64921,1.0
luminal_ar,MRPL40,64976,1.0
luminal_ar,SLC26A6,65010,1.0
luminal_ar,SLC1A1,6505,1.0
luminal_ar,REEP1,65055,1.0
luminal_ar,TMEM135,65084,1.0
luminal_ar,SLC1A4,6509,1.0
luminal_ar,SLC9A1,6548,1.0
luminal_ar,SLC15A2,6565,1.0
luminal_ar,SLCO2A1,6578,1.0
luminal_ar,SLC22A5,6584,1.0
luminal_ar,SLPI,6590,1.0
luminal_ar,AACS,65985,1.0
luminal_ar,DDRGK1,65992,1.0
luminal_ar,TRAK2,66008,1.0
luminal_ar,SMPD1,6609,1.0
luminal_ar,SNRPN,6638,1.0
luminal_ar,BNIP3,664,1.0
luminal_ar,BNIP3L,665,1.0
luminal_ar,SORD,6652,1.0
luminal_ar,SOS2,6655,1.0
luminal_ar,SOX11,6664,1.0
luminal_ar,SPARC,6678,1.0
luminal_ar,SPOCK1,6695,1.0
luminal_ar,SPR,6697,1.0
luminal_ar,SRD5A1,6715,1.0
luminal_ar,AKR1D1,6718,1.0
luminal_ar,SREBF1,6720,1.0
luminal_ar,STX3,6809,1.0
luminal_ar,SULT1C2,6819,1.0
luminal_ar,SULT2B1,6820,1.0
luminal_ar,SUOX,6821,1.0
luminal_ar,SURF1,6834,1.0
luminal_ar,TACC1,6867,1.0
luminal_ar,KLF9,687,1.0
luminal_ar,TAF10,6881,1.0
luminal_ar,TARBP2,6895,1.0
luminal_ar,TRGC2,6967,1.0
luminal_ar,TRGV9,6983,1.0
luminal_ar,TCTA,6988,1.0
luminal_ar,TMBIM6,7009,1.0
luminal_ar,TFAP2A,7020,1.0
luminal_ar,TFAP2B,7021,1.0
luminal_ar,NR2F1,7025,1.0
luminal_ar,TFF3,7033,1.0
luminal_ar,TGFB3,7043,1.0
luminal_ar,TIMP3,7078,1.0
luminal_ar,TK2,7084,1.0
luminal_ar,TSPAN8,7103,1.0
luminal_ar,GPR137B,7107,1.0
luminal_ar,TM7SF2,7108,1.0
luminal_ar,TMPRSS2,7113,1.0
luminal_ar,TPD52,7163,1.0
luminal_ar,TPM1,7168,1.0
luminal_ar,TPSAB1,7177,1.0
luminal_ar,C4A,720,1.0
luminal_ar,C4B,721,1.0
luminal_ar,TST,7263,1.0
luminal_ar,TSTA3,7264,1.0
luminal_ar,GGTLC3,728226,1.0
luminal_ar,UBE2G1,7326,1.0
luminal_ar,UCP2,7351,1.0
luminal_ar,UGCG,7357,1.0
luminal_ar,UGDH,7358,1.0
luminal_ar,UTX,7403,1.0
luminal_ar,VEGFC,7424,1.0
luminal_ar,VIPR1,7433,1.0
luminal_ar,WEE1,7465,1.0
luminal_ar,WFS1,7466,1.0
luminal_ar,WNT5A,7474,1.0
luminal_ar,XBP1,7494,1.0
luminal_ar,XIST,7503,1.0
luminal_ar,ZNF91,7644,1.0
luminal_ar,ZBTB16,7704,1.0
luminal_ar,CA12,771,1.0
luminal_ar,ZNF189,7743,1.0
luminal_ar,RNF103,7844,1.0
luminal_ar,METRN,79006,1.0
luminal_ar,GGCT,79017,1.0
luminal_ar,AHNAK,79026,1.0
luminal_ar,ZFYVE21,79038,1.0
luminal_ar,REEP5,7905,1.0
luminal_ar,ALG8,79053,1.0
luminal_ar,MLPH,79083,1.0
luminal_ar,C1orf116,79098,1.0
luminal_ar,C20orf149,79144,1.0
luminal_ar,FA2H,79152,1.0
luminal_ar,ATAD4,79170,1.0
luminal_ar,SLC39A7,7922,1.0
luminal_ar,ZNF557,79230,1.0
luminal_ar,FYCO1,79443,1.0
luminal_ar,LASS4,79603,1.0
luminal_ar,ACSS3,79611,1.0
luminal_ar,C6orf211,79624,1.0
luminal_ar,C4orf31,79625,1.0
luminal_ar,OCEL1,79629,1.0
luminal_ar,SRD5A3,79644,1.0
luminal_ar,HECTD3,79654,1.0
luminal_ar,NEIL1,79661,1.0
luminal_ar,PLEKHF2,79666,1.0
luminal_ar,PARP8,79668,1.0
luminal_ar,STEAP4,79689,1.0
luminal_ar,MORC4,79710,1.0
luminal_ar,PPCS,79717,1.0
luminal_ar,VPS37B,79720,1.0
luminal_ar,TTLL7,79739,1.0
luminal_ar,DHRS12,79758,1.0
luminal_ar,C1orf115,79762,1.0
luminal_ar,LRRC31,79782,1.0
luminal_ar,CLMN,79789,1.0
luminal_ar,ZNF552,79818,1.0
luminal_ar,CATSPERB,79820,1.0
luminal_ar,PIP4K2C,79837,1.0
luminal_ar,TMC5,79838,1.0
luminal_ar,RABEP2,79874,1.0
luminal_ar,CYBRD1,79901,1.0
luminal_ar,C2orf54,79919,1.0
luminal_ar,UBXN8,7993,1.0
luminal_ar,SLC35E1,79939,1.0
luminal_ar,DNAJC22,79962,1.0
luminal_ar,GPR177,79971,1.0
luminal_ar,GRHL2,79977,1.0
luminal_ar,POF1B,79983,1.0
luminal_ar,OBFC1,79991,1.0
luminal_ar,RBM35B,80004,1.0
luminal_ar,WWC2,80014,1.0
luminal_ar,C14orf159,80017,1.0
luminal_ar,TMEM62,80021,1.0
luminal_ar,CALM1,801,1.0
luminal_ar,ASRGL1,80150,1.0
luminal_ar,TMEM134,80194,1.0
luminal_ar,C10orf57,80195,1.0
luminal_ar,SPG11,80208,1.0
luminal_ar,COQ10B,80219,1.0
luminal_ar,ACSF2,80221,1.0
luminal_ar,RAB11FIP1,80223,1.0
luminal_ar,CCDC6,8030,1.0
luminal_ar,EFHD1,80303,1.0
luminal_ar,RNF39,80352,1.0
luminal_ar,SLC44A4,80736,1.0
luminal_ar,MFAP5,8076,1.0
luminal_ar,SLC2A10,81031,1.0
luminal_ar,SYNC,81493,1.0
luminal_ar,ITFG1,81533,1.0
luminal_ar,SGPP1,81537,1.0
luminal_ar,SLC38A1,81539,1.0
luminal_ar,FBXO38,81545,1.0
luminal_ar,CAB39L,81617,1.0
luminal_ar,RNF170,81790,1.0
luminal_ar,RAB1B,81876,1.0
luminal_ar,NCOA3,8202,1.0
luminal_ar,NRIP1,8204,1.0
luminal_ar,PNPLA4,8228,1.0
luminal_ar,ACOX2,8309,1.0
luminal_ar,ACOX3,8310,1.0
luminal_ar,FZD4,8322,1.0
luminal_ar,HIST1H2AC,8334,1.0
luminal_ar,HIST1H2AM,8336,1.0
luminal_ar,HIST2H2AA3,8337,1.0
luminal_ar,HIST1H2BG,8339,1.0
luminal_ar,HIST1H2BF,8343,1.0
luminal_ar,HIST1H2BE,8344,1.0
luminal_ar,HIST1H2BH,8345,1.0
luminal_ar,ABHD11,83451,1.0
luminal_ar,HIST1H2BI,8346,1.0
luminal_ar,APH1B,83464,1.0
luminal_ar,HIST1H2BC,8347,1.0
luminal_ar,EPPK1,83481,1.0
luminal_ar,HIST2H2BE,8349,1.0
luminal_ar,HIST1H3D,8351,1.0
luminal_ar,HIST1H3H,8357,1.0
luminal_ar,HIST1H4K,8362,1.0
luminal_ar,HIST1H4H,8365,1.0
luminal_ar,CASP6,839,1.0
luminal_ar,SPARCL1,8404,1.0
luminal_ar,CASP8,841,1.0
luminal_ar,MFSD7,84179,1.0
luminal_ar,SETD3,84193,1.0
luminal_ar,RGPD5,84220,1.0
luminal_ar,HSDL2,84263,1.0
luminal_ar,CUL4B,8450,1.0
luminal_ar,HOPX,84525,1.0
luminal_ar,CILP,8483,1.0
luminal_ar,CBR4,84869,1.0
luminal_ar,RGS5,8490,1.0
luminal_ar,PIK3R3,8503,1.0
luminal_ar,PEX3,8504,1.0
luminal_ar,HIST1H2BK,85236,1.0
luminal_ar,DGKD,8527,1.0
luminal_ar,CHST1,8534,1.0
luminal_ar,BCAS1,8537,1.0
luminal_ar,PPFIA3,8541,1.0
luminal_ar,BHLHE40,8553,1.0
luminal_ar,PIAS1,8554,1.0
luminal_ar,KMO,8564,1.0
luminal_ar,PPAP2B,8613,1.0
luminal_ar,RUNX1T1,862,1.0
luminal_ar,HSD17B6,8630,1.0
luminal_ar,RNASET2,8635,1.0
luminal_ar,AKR1C3,8644,1.0
luminal_ar,NCOA1,8648,1.0
luminal_ar,ALDH4A1,8659,1.0
luminal_ar,VAMP8,8673,1.0
luminal_ar,ABCC3,8714,1.0
luminal_ar,CRADD,8738,1.0
luminal_ar,TNFSF13,8741,1.0
luminal_ar,TNFSF10,8743,1.0
luminal_ar,ADAM15,8751,1.0
luminal_ar,ADAM9,8754,1.0
luminal_ar,RAB11A,8766,1.0
luminal_ar,SNAP23,8773,1.0
luminal_ar,NAPA,8775,1.0
luminal_ar,PEX11A,8800,1.0
luminal_ar,SUCLG2,8801,1.0
luminal_ar,SUCLA2,8803,1.0
luminal_ar,INPP4B,8821,1.0
luminal_ar,LIN7A,8825,1.0
luminal_ar,SOCS2,8835,1.0
luminal_ar,NIACR2,,1.0
luminal_ar,TSC22D1,8848,1.0
luminal_ar,TAX1BP1,8887,1.0
luminal_ar,EIF2B4,8890,1.0
luminal_ar,AP1G2,8906,1.0
luminal_ar,HERC3,8916,1.0
luminal_ar,SNURF,8926,1.0
luminal_ar,KYNU,8942,1.0
luminal_ar,AP3D1,8943,1.0
luminal_ar,HIST1H2AG,8969,1.0
luminal_ar,UBE3B,89910,1.0
luminal_ar,ATP6V0E1,8992,1.0
luminal_ar,C16orf45,89927,1.0
luminal_ar,NAT1,9,1.0
luminal_ar,ACVR1,90,1.0
luminal_ar,CCNG1,900,1.0
luminal_ar,CCNG2,901,1.0
luminal_ar,C14orf143,90141,1.0
luminal_ar,CLIC3,9022,1.0
luminal_ar,CCRL2,9034,1.0
luminal_ar,SEMA5A,9037,1.0
luminal_ar,GPRC5A,9052,1.0
luminal_ar,MAP7,9053,1.0
luminal_ar,PAPSS2,9060,1.0
luminal_ar,CLDN8,9073,1.0
luminal_ar,CLDN1,9076,1.0
luminal_ar,HN1L,57585,1.0
luminal_ar,CREB3L1,90993,1.0
luminal_ar,MTA1,9112,1.0
luminal_ar,ATP6V0D1,9114,1.0
luminal_ar,PDLIM1,9124,1.0
luminal_ar,AIFM1,9131,1.0
luminal_ar,SYNGR2,9144,1.0
luminal_ar,MYOM2,9172,1.0
luminal_ar,LRRFIP1,9208,1.0
luminal_ar,GGTLC1,92086,1.0
luminal_ar,CCPG1,9236,1.0
luminal_ar,RPS6KA5,9252,1.0
luminal_ar,PTER,9317,1.0
luminal_ar,TRIP11,9321,1.0
luminal_ar,PERLD1,93210,1.0
luminal_ar,TCEAL1,9338,1.0
luminal_ar,ITGBL1,9358,1.0
luminal_ar,CADPS2,93664,1.0
luminal_ar,SLC9A3R1,9368,1.0
luminal_ar,TM9SF2,9375,1.0
luminal_ar,FADS2,9415,1.0
luminal_ar,EIF2AK3,9451,1.0
luminal_ar,ITM2A,9452,1.0
luminal_ar,CD36,948,1.0
luminal_ar,PIGB,9488,1.0
luminal_ar,PSMF1,9491,1.0
luminal_ar,ACY1,95,1.0
luminal_ar,SCARB2,950,1.0
luminal_ar,SPTLC2,9517,1.0
luminal_ar,GDF15,9518,1.0
luminal_ar,SCAMP1,9522,1.0
luminal_ar,TMEM59,9528,1.0
luminal_ar,ATP6V1G1,9550,1.0
luminal_ar,ENTPD5,957,1.0
luminal_ar,PREPL,9581,1.0
luminal_ar,AKAP12,9590,1.0
luminal_ar,RNF14,9604,1.0
luminal_ar,GNA14,9630,1.0
luminal_ar,CLCA2,9635,1.0
luminal_ar,MICAL2,9645,1.0
luminal_ar,GCC2,9648,1.0
luminal_ar,MTFR1,9650,1.0
luminal_ar,ZNF432,9668,1.0
luminal_ar,KIAA0040,9674,1.0
luminal_ar,BZW1,9689,1.0
luminal_ar,HERPUD1,9709,1.0
luminal_ar,SECISBP2L,9728,1.0
luminal_ar,RICS,9743,1.0
luminal_ar,SLK,9748,1.0
luminal_ar,MLEC,9761,1.0
luminal_ar,ZFYVE16,9765,1.0
luminal_ar,CD151,977,1.0
luminal_ar,TM9SF4,9777,1.0
luminal_ar,KIAA0232,9778,1.0
luminal_ar,SCRN1,9805,1.0
luminal_ar,KIAA0141,9812,1.0
luminal_ar,SPATA2,9825,1.0
luminal_ar,LCMT2,9836,1.0
luminal_ar,KIAA0644,,1.0
luminal_ar,PJA2,9867,1.0
luminal_ar,LRBA,987,1.0
luminal_ar,G3BP2,9908,1.0
luminal_ar,ATP2C2,9914,1.0
luminal_ar,SEC16A,9919,1.0
luminal_ar,RNF10,9921,1.0
luminal_ar,GOLGA5,9950,1.0
luminal_ar,HS3ST2,9956,1.0
luminal_ar,USP3,9960,1.0
luminal_ar,DOPEY2,9980,1.0
luminal_ar,CDH1,999,1.0
luminal_ar,AKT3,10000,-1.0
luminal_ar,CDH3,1001,-1.0
luminal_ar,TANK,10010,-1.0
luminal_ar,LOC100133233,,-1.0
luminal_ar,HDAC5,10014,-1.0
luminal_ar,SMC4,10051,-1.0
luminal_ar,UBA2,10054,-1.0
luminal_ar,TSPAN3,10099,-1.0
luminal_ar,KIF20A,10112,-1.0
luminal_ar,RASGRP1,10125,-1.0
luminal_ar,OPTN,10133,-1.0
luminal_ar,GPR64,10149,-1.0
luminal_ar,RASA4,10156,-1.0
