signature,gene,entrez,coefficient
immunomodulatory,HPGD,3248,-1.0
immunomodulatory,HSD17B2,3294,-1.0
immunomodulatory,HSPA2,3306,-1.0
immunomodulatory,HSPB1,3315,-1.0
immunomodulatory,HSPB2,3316,-1.0
immunomodulatory,FAM5C,339479,-1.0
immunomodulatory,ID1,3397,-1.0
immunomodulatory,ID4,3400,-1.0
immunomodulatory,APOD,347,-1.0
immunomodulatory,TUBB2B,347733,-1.0
immunomodulatory,IGF1R,3480,-1.0
immunomodulatory,IGF2,3481,-1.0
immunomodulatory,IGFBP2,3485,-1.0
immunomodulatory,IGFBP5,3488,-1.0
immunomodulatory,CYR61,3491,-1.0
immunomodulatory,IL8,3576,-1.0
immunomodulatory,AQP1,358,-1.0
immunomodulatory,AQP3,360,-1.0
immunomodulatory,INHBB,3625,-1.0
immunomodulatory,ITGA6,3655,-1.0
immunomodulatory,ITGB5,3693,-1.0
immunomodulatory,AREG,374,-1.0
immunomodulatory,RAB15,376267,-1.0
immunomodulatory,KIT,3815,-1.0
immunomodulatory,KRT5,3852,-1.0
immunomodulatory,KRT6A,3853,-1.0
immunomodulatory,KRT6B,3854,-1.0
immunomodulatory,KRT14,3861,-1.0
immunomodulatory,KRT15,3866,-1.0
immunomodulatory,KRT16,3868,-1.0
immunomodulatory,KRT17,3872,-1.0
immunomodulatory,KRT18,3875,-1.0
immunomodulatory,RHOB,388,-1.0
immunomodulatory,KRT81,3887,-1.0
immunomodulatory,LAMA3,3909,-1.0
immunomodulatory,LAMA4,3910,-1.0
immunomodulatory,LAMB1,3912,-1.0
immunomodulatory,LAMB2,3913,-1.0
immunomodulatory,LAMB3,3914,-1.0
immunomodulatory,LBP,3929,-1.0
immunomodulatory,LIMK2,3985,-1.0
immunomodulatory,FAM174B,400451,-1.0
immunomodulatory,LOX,4015,-1.0
immunomodulatory,LOXL2,4017,-1.0
immunomodulatory,LPL,4023,-1.0
immunomodulatory,LTBP1,4052,-1.0
immunomodulatory,MAGEA3,4102,-1.0
immunomodulatory,MAGEA6,4105,-1.0
immunomodulatory,MAGEA12,4111,-1.0
immunomodulatory,MAOA,4128,-1.0
immunomodulatory,MAP1B,4131,-1.0
immunomodulatory,MEIS2,4212,-1.0
immunomodulatory,MFAP2,4237,-1.0
immunomodulatory,MFGE8,4240,-1.0
immunomodulatory,SCGB2A1,4246,-1.0
immunomodulatory,SCGB2A2,4250,-1.0
immunomodulatory,MMP11,4320,-1.0
immunomodulatory,MMP13,4322,-1.0
immunomodulatory,ALDH6A1,4329,-1.0
immunomodulatory,MXRA7,439921,-1.0
immunomodulatory,ASPH,444,-1.0
immunomodulatory,MSX2,4488,-1.0
immunomodulatory,MYBPC1,4604,-1.0
immunomodulatory,MYH10,4628,-1.0
immunomodulatory,MYH11,4629,-1.0
immunomodulatory,MYLK,4638,-1.0
immunomodulatory,MYO1D,4642,-1.0
immunomodulatory,CEACAM6,4680,-1.0
immunomodulatory,NID1,4811,-1.0
immunomodulatory,NOV,4856,-1.0
immunomodulatory,NPR3,4883,-1.0
immunomodulatory,NPY1R,4886,-1.0
immunomodulatory,NTRK2,4915,-1.0
immunomodulatory,NOX4,50507,-1.0
immunomodulatory,COL5A3,50509,-1.0
immunomodulatory,SERPINB2,5055,-1.0
immunomodulatory,PAX6,5080,-1.0
immunomodulatory,ANGPTL4,51129,-1.0
immunomodulatory,PLCE1,51196,-1.0
immunomodulatory,PCP4,5121,-1.0
immunomodulatory,COPZ2,51226,-1.0
immunomodulatory,RASL12,51285,-1.0
immunomodulatory,DACT1,51339,-1.0
immunomodulatory,VGLL1,51442,-1.0
immunomodulatory,PDE9A,5152,-1.0
immunomodulatory,PDGFA,5154,-1.0
immunomodulatory,PDGFRL,5157,-1.0
immunomodulatory,ENPP1,5167,-1.0
immunomodulatory,PEG3,5178,-1.0
immunomodulatory,CALML5,51806,-1.0
immunomodulatory,PI3,5266,-1.0
immunomodulatory,SERPINB5,5268,-1.0
immunomodulatory,PIP,5304,-1.0
immunomodulatory,PKP1,5317,-1.0
immunomodulatory,PLA2G2A,5320,-1.0
immunomodulatory,PLAT,5327,-1.0
immunomodulatory,PLIN,5346,-1.0
immunomodulatory,PMP22,5376,-1.0
immunomodulatory,FXYD6,53826,-1.0
immunomodulatory,GPR87,53836,-1.0
immunomodulatory,SEPT4,5414,-1.0
immunomodulatory,UGT2B28,54490,-1.0
immunomodulatory,MXRA8,54587,-1.0
immunomodulatory,MANSC1,54682,-1.0
immunomodulatory,ROPN1,54763,-1.0
immunomodulatory,TRPM4,54795,-1.0
immunomodulatory,ASPN,54829,-1.0
immunomodulatory,FNBP1L,54874,-1.0
immunomodulatory,PPP1R1A,5502,-1.0
immunomodulatory,PID1,55022,-1.0
immunomodulatory,PPP1R3C,5507,-1.0
immunomodulatory,SOBP,55084,-1.0
immunomodulatory,ANO1,55107,-1.0
immunomodulatory,NUDT11,55190,-1.0
immunomodulatory,LEPREL1,55214,-1.0
immunomodulatory,PNMAL1,55228,-1.0
immunomodulatory,TMEM100,55273,-1.0
immunomodulatory,LGR4,55366,-1.0
immunomodulatory,CAMK2N1,55450,-1.0
immunomodulatory,PRELP,5549,-1.0
immunomodulatory,LMO3,55885,-1.0
immunomodulatory,PROS1,5627,-1.0
immunomodulatory,AZGP1,563,-1.0
immunomodulatory,KLK7,5650,-1.0
immunomodulatory,KLK6,5653,-1.0
immunomodulatory,HTRA1,5654,-1.0
immunomodulatory,KLK10,5655,-1.0
immunomodulatory,NDUFA4L2,56901,-1.0
immunomodulatory,PMEPA1,56937,-1.0
immunomodulatory,CXCR7,57007,-1.0
immunomodulatory,AKR1B10,57016,-1.0
immunomodulatory,KIAA1199,57214,-1.0
immunomodulatory,PSPH,5723,-1.0
immunomodulatory,TTYH1,57348,-1.0
immunomodulatory,SLC24A3,57419,-1.0
immunomodulatory,PTGS2,5743,-1.0
immunomodulatory,NDRG2,57447,-1.0
immunomodulatory,PTH2R,5746,-1.0
immunomodulatory,NLGN4X,57502,-1.0
immunomodulatory,KIAA1305,57523,-1.0
immunomodulatory,PTK6,5753,-1.0
immunomodulatory,KIAA1324,57535,-1.0
immunomodulatory,PTK7,5754,-1.0
immunomodulatory,PTN,5764,-1.0
immunomodulatory,PTPRG,5793,-1.0
immunomodulatory,ACTA1,58,-1.0
immunomodulatory,PTPRZ1,5803,-1.0
immunomodulatory,PTX3,5806,-1.0
immunomodulatory,WFDC1,58189,-1.0
immunomodulatory,PYGB,5834,-1.0
immunomodulatory,RRAGD,58528,-1.0
immunomodulatory,RBP4,5950,-1.0
immunomodulatory,RGS2,5997,-1.0
immunomodulatory,RNASE4,6038,-1.0
immunomodulatory,S100A1,6271,-1.0
immunomodulatory,SORT1,6272,-1.0
immunomodulatory,S100A2,6273,-1.0
immunomodulatory,S100A7,6278,-1.0
immunomodulatory,S100A10,6281,-1.0
immunomodulatory,S100B,6285,-1.0
immunomodulatory,SC4MOL,6307,-1.0
immunomodulatory,SERPINB3,6317,-1.0
immunomodulatory,CLEC11A,6320,-1.0
immunomodulatory,BGN,633,-1.0
immunomodulatory,SCNN1A,6337,-1.0
immunomodulatory,SDC1,6382,-1.0
immunomodulatory,SDC2,6383,-1.0
immunomodulatory,XYLT1,64131,-1.0
immunomodulatory,SH3BGR,6450,-1.0
immunomodulatory,NT5DC2,64943,-1.0
immunomodulatory,SIX3,6496,-1.0
immunomodulatory,REEP1,65055,-1.0
immunomodulatory,SMTN,6525,-1.0
immunomodulatory,SLC6A8,6535,-1.0
immunomodulatory,LOC654342,,-1.0
immunomodulatory,SNAI2,6591,-1.0
immunomodulatory,GRAMD3,65983,-1.0
immunomodulatory,SOX4,6659,-1.0
immunomodulatory,SOX10,6663,-1.0
immunomodulatory,SOX11,6664,-1.0
immunomodulatory,DST,667,-1.0
immunomodulatory,SPARC,6678,-1.0
immunomodulatory,SPOCK1,6695,-1.0
immunomodulatory,SQLE,6713,-1.0
immunomodulatory,STXBP1,6812,-1.0
immunomodulatory,SVIL,6840,-1.0
immunomodulatory,KLF9,687,-1.0
immunomodulatory,TAGLN,6876,-1.0
immunomodulatory,KLF5,688,-1.0
immunomodulatory,TBX3,6926,-1.0
immunomodulatory,TCN1,6947,-1.0
immunomodulatory,TF,7018,-1.0
immunomodulatory,TFAP2B,7021,-1.0
immunomodulatory,TFAP2C,7022,-1.0
immunomodulatory,NR2F1,7025,-1.0
immunomodulatory,TGFB1I1,7041,-1.0
immunomodulatory,TGFBR3,7049,-1.0
immunomodulatory,THBS2,7058,-1.0
immunomodulatory,THBS3,7059,-1.0
immunomodulatory,TIMP3,7078,-1.0
immunomodulatory,TLE2,7089,-1.0
immunomodulatory,TSPAN8,7103,-1.0
immunomodulatory,TNNT1,7138,-1.0
immunomodulatory,TPM2,7169,-1.0
immunomodulatory,ACTG2,72,-1.0
immunomodulatory,TTC3,7267,-1.0
immunomodulatory,TUBB2A,7280,-1.0
immunomodulatory,TUFT1,7286,-1.0
immunomodulatory,UGDH,7358,-1.0
immunomodulatory,MPPED2,744,-1.0
immunomodulatory,VSNL1,7447,-1.0
immunomodulatory,CA2,760,-1.0
immunomodulatory,CA6,765,-1.0
immunomodulatory,CA12,771,-1.0
immunomodulatory,CACNA1D,776,-1.0
immunomodulatory,PXDN,7837,-1.0
immunomodulatory,MALL,7851,-1.0
immunomodulatory,MLPH,79083,-1.0
immunomodulatory,C1orf116,79098,-1.0
immunomodulatory,DHRS11,79154,-1.0
immunomodulatory,CALB2,794,-1.0
immunomodulatory,RNF128,79589,-1.0
immunomodulatory,C5orf23,4883,-1.0
immunomodulatory,TTLL7,79739,-1.0
immunomodulatory,CLMN,79789,-1.0
immunomodulatory,TMC5,79838,-1.0
immunomodulatory,GPR177,79971,-1.0
immunomodulatory,FHOD3,80206,-1.0
immunomodulatory,PDGFD,80310,-1.0
immunomodulatory,ADAM12,8038,-1.0
immunomodulatory,MFAP5,8076,-1.0
immunomodulatory,SLC2A10,81031,-1.0
immunomodulatory,COLEC12,81035,-1.0
immunomodulatory,GDPD5,81544,-1.0
immunomodulatory,MAGED4B,81557,-1.0
immunomodulatory,SPRY4,81848,-1.0
immunomodulatory,MIA,8190,-1.0
immunomodulatory,FZD1,8321,-1.0
immunomodulatory,HIST1H2BC,8347,-1.0
immunomodulatory,EPPK1,83481,-1.0
immunomodulatory,TMEM47,83604,-1.0
immunomodulatory,HIST1H4H,8365,-1.0
immunomodulatory,SRPX,8406,-1.0
immunomodulatory,CDC42BPA,8476,-1.0
immunomodulatory,C9orf3,84909,-1.0
immunomodulatory,PPFIBP1,8496,-1.0
immunomodulatory,CHST1,8534,-1.0
immunomodulatory,MICALL1,85377,-1.0
immunomodulatory,CAV1,857,-1.0
immunomodulatory,CAV2,858,-1.0
immunomodulatory,AKR1C3,8644,-1.0
immunomodulatory,ALDH4A1,8659,-1.0
immunomodulatory,ACTN1,87,-1.0
immunomodulatory,DLK1,8788,-1.0
immunomodulatory,TSC22D1,8848,-1.0
immunomodulatory,ASAP2,8853,-1.0
immunomodulatory,WASF1,8936,-1.0
immunomodulatory,CLIC3,9022,-1.0
immunomodulatory,GPRC5A,9052,-1.0
immunomodulatory,CLDN8,9073,-1.0
immunomodulatory,CLDN1,9076,-1.0
immunomodulatory,TDRD12,91646,-1.0
immunomodulatory,PTPLA,9200,-1.0
immunomodulatory,DLG5,9231,-1.0
immunomodulatory,CRLF1,9244,-1.0
immunomodulatory,ADIPOQ,9370,-1.0
immunomodulatory,CD36,948,-1.0
immunomodulatory,GDF15,9518,-1.0
immunomodulatory,BAG3,9531,-1.0
immunomodulatory,CLCA2,9635,-1.0
immunomodulatory,FEZ1,9638,-1.0
immunomodulatory,VGLL4,9686,-1.0
immunomodulatory,RNF144A,9781,-1.0
immunomodulatory,MTSS1,9788,-1.0
immunomodulatory,HEPH,9843,-1.0
immunomodulatory,MFAP3L,9848,-1.0
immunomodulatory,MAGI2,9863,-1.0
immunomodulatory,MRC2,9902,-1.0
immunomodulatory,CDH3,1001,-1.0
immunomodulatory,TANK,10010,-1.0
immunomodulatory,LOC100130100,,-1.0
immunomodulatory,LOC100133233,,-1.0
immunomodulatory,LOC100133484,,-1.0
immunomodulatory,LOC100133739,,-1.0
immunomodulatory,LOC100133862,,-1.0
immunomodulatory,SH2B3,10019,-1.0
immunomodulatory,NR1H3,10062,-1.0
immunomodulatory,ADAM8,101,-1.0
immunomodulatory,RASGRP1,10125,-1.0
immunomodulatory,OPTN,10133,-1.0
immunomodulatory,PLXNC1,10154,-1.0
immunomodulatory,P2RY5,10161,-1.0
immunomodulatory,CD96,10225,-1.0
immunomodulatory,IGSF6,10261,-1.0
immunomodulatory,LILRB2,10288,-1.0
immunomodulatory,CDKN2A,1029,-1.0
immunomodulatory,ZNF267,10308,-1.0
immunomodulatory,TCIRG1,10312,-1.0
immunomodulatory,IKZF1,10320,-1.0
immunomodulatory,TRIM22,10346,-1.0
immunomodulatory,IRF9,10379,-1.0
immunomodulatory,BTN3A3,10384,-1.0
immunomodulatory,BTN2A2,10385,-1.0
immunomodulatory,IFITM3,10410,-1.0
immunomodulatory,CD52,1043,-1.0
immunomodulatory,IFI30,10437,-1.0
immunomodulatory,TRIM38,10475,-1.0
immunomodulatory,SEMA4D,10507,-1.0
immunomodulatory,UBD,10537,-1.0
immunomodulatory,BATF,10538,-1.0
immunomodulatory,IFI44,10561,-1.0
immunomodulatory,CXCL13,10563,-1.0
immunomodulatory,GNLY,10578,-1.0
immunomodulatory,IFITM2,10581,-1.0
immunomodulatory,IGF2BP2,10644,-1.0
immunomodulatory,CUGBP2,10659,-1.0
immunomodulatory,CXCR6,10663,-1.0
immunomodulatory,SLC12A7,10723,-1.0
immunomodulatory,CTSC,1075,-1.0
immunomodulatory,VAMP5,10791,-1.0
immunomodulatory,HPSE,10855,-1.0
immunomodulatory,LILRB1,10859,-1.0
immunomodulatory,ADAM28,10863,-1.0
immunomodulatory,HCP5,10866,-1.0
immunomodulatory,FGL2,10875,-1.0
immunomodulatory,SMPDL3A,10924,-1.0
immunomodulatory,IFI44L,10964,-1.0
immunomodulatory,LILRB4,11006,-1.0
immunomodulatory,PIM2,11040,-1.0
immunomodulatory,BTN3A2,11118,-1.0
immunomodulatory,BTN3A1,11119,-1.0
immunomodulatory,CORO1A,11151,-1.0
immunomodulatory,PSIP1,11168,-1.0
immunomodulatory,MAP4K1,11184,-1.0
immunomodulatory,SP140,11262,-1.0
immunomodulatory,USP18,11274,-1.0
immunomodulatory,VSIG4,11326,-1.0
immunomodulatory,KCTD12,115207,-1.0
immunomodulatory,CKS2,1164,-1.0
immunomodulatory,ARAP2,116984,-1.0
immunomodulatory,CLU,1191,-1.0
immunomodulatory,CLIC2,1193,-1.0
immunomodulatory,CCR1,1230,-1.0
immunomodulatory,CCR2,729230,-1.0
immunomodulatory,CCR5,1234,-1.0
immunomodulatory,CCR7,1236,-1.0
immunomodulatory,CRABP2,1382,-1.0
immunomodulatory,CREBL2,1389,-1.0
immunomodulatory,CSF1R,1436,-1.0
immunomodulatory,CSF2RA,1438,-1.0
immunomodulatory,CSF2RB,1439,-1.0
immunomodulatory,CSTA,1475,-1.0
immunomodulatory,CTLA4,1493,-1.0
immunomodulatory,CTSH,1512,-1.0
immunomodulatory,CTSS,1520,-1.0
immunomodulatory,CTSW,1521,-1.0
immunomodulatory,CYBA,1535,-1.0
immunomodulatory,CYBB,1536,-1.0
immunomodulatory,CYLD,1540,-1.0
immunomodulatory,CYP1B1,1545,-1.0
immunomodulatory,DCK,1633,-1.0
immunomodulatory,DOCK2,1794,-1.0
immunomodulatory,DPYD,1806,-1.0
immunomodulatory,E2F5,1875,-1.0
immunomodulatory,GPR183,1880,-1.0
immunomodulatory,TYMP,1890,-1.0
immunomodulatory,AIF1,199,-1.0
immunomodulatory,SERPINB1,1992,-1.0
immunomodulatory,ELF4,2000,-1.0
immunomodulatory,APOBEC3A,200315,-1.0
immunomodulatory,APOBEC3F,200316,-1.0
immunomodulatory,EN1,2019,-1.0
immunomodulatory,EVI2A,2123,-1.0
immunomodulatory,EVI2B,2124,-1.0
immunomodulatory,ALDH2,217,-1.0
immunomodulatory,FCER1G,2207,-1.0
immunomodulatory,FCGR1A,2209,-1.0
immunomodulatory,FCGR1B,2210,-1.0
immunomodulatory,FCGR2A,2212,-1.0
immunomodulatory,FCGR2B,2213,-1.0
immunomodulatory,FCGR3B,2215,-1.0
immunomodulatory,FGR,2268,-1.0
immunomodulatory,TFEC,22797,-1.0
immunomodulatory,KLRK1,22914,-1.0
immunomodulatory,FNBP1,23048,-1.0
immunomodulatory,SEPT6,23157,-1.0
immunomodulatory,RFTN1,23180,-1.0
immunomodulatory,PLCL2,23228,-1.0
immunomodulatory,KIAA0746,,-1.0
immunomodulatory,PHF15,23338,-1.0
immunomodulatory,SMCHD1,23347,-1.0
immunomodulatory,TDRD7,23424,-1.0
immunomodulatory,HMHA1,23526,-1.0
immunomodulatory,FPR1,2357,-1.0
immunomodulatory,DDX58,23586,-1.0
immunomodulatory,FPR3,2359,-1.0
immunomodulatory,LY96,23643,-1.0
immunomodulatory,APOL2,23780,-1.0
immunomodulatory,ALOX5,240,-1.0
immunomodulatory,ALOX5AP,241,-1.0
immunomodulatory,IFIT5,24138,-1.0
immunomodulatory,FUCA1,2517,-1.0
immunomodulatory,FYB,2533,-1.0
immunomodulatory,FYN,2534,-1.0
immunomodulatory,IFI6,2537,-1.0
immunomodulatory,GABRP,2568,-1.0
immunomodulatory,GCA,25801,-1.0
immunomodulatory,TNFAIP8,25816,-1.0
immunomodulatory,SAMHD1,25939,-1.0
immunomodulatory,EGFL6,25975,-1.0
immunomodulatory,CCDC69,26112,-1.0
immunomodulatory,PTPN22,26191,-1.0
immunomodulatory,STAP1,26228,-1.0
immunomodulatory,GATA3,2625,-1.0
immunomodulatory,GBP1,2633,-1.0
immunomodulatory,GBP2,2634,-1.0
immunomodulatory,GCH1,2643,-1.0
immunomodulatory,CKAP2,26586,-1.0
immunomodulatory,LAT,27040,-1.0
immunomodulatory,LAMP3,27074,-1.0
immunomodulatory,ST6GALNAC4,27090,-1.0
immunomodulatory,ADAMDEC1,27299,-1.0
immunomodulatory,APOBEC3C,27350,-1.0
immunomodulatory,MAT2B,27430,-1.0
immunomodulatory,GLRX,2745,-1.0
immunomodulatory,GLUL,2752,-1.0
immunomodulatory,IGHV4-31,28396,-1.0
immunomodulatory,GPR18,2841,-1.0
immunomodulatory,TRAC,28755,-1.0
immunomodulatory,IGLV4-60,28785,-1.0
immunomodulatory,IGLV3-19,28797,-1.0
immunomodulatory,IGLJ3,28831,-1.0
immunomodulatory,IGKV1D-13,28902,-1.0
immunomodulatory,IGKV4-1,28908,-1.0
immunomodulatory,TMEM176B,28959,-1.0
immunomodulatory,PYCARD,29108,-1.0
mesenchymal,CDH3,1001,1.0
mesenchymal,ATP9A,10079,1.0
mesenchymal,CDH11,1009,1.0
mesenchymal,FARP1,10160,1.0
mesenchymal,NET1,10276,1.0
mesenchymal,EFS,10278,1.0
mesenchymal,CDKN1C,1028,1.0
mesenchymal,SPEG,10290,1.0
mesenchymal,DLC1,10395,1.0
mesenchymal,NDRG1,10397,1.0
mesenchymal,MYL9,10398,1.0
mesenchymal,PGCP,10404,1.0
mesenchymal,SPON2,10417,1.0
mesenchymal,SORBS1,10580,1.0
mesenchymal,CDC42EP3,10602,1.0
mesenchymal,SC65,10609,1.0
mesenchymal,POSTN,10631,1.0
mesenchymal,KHDRBS3,10656,1.0
mesenchymal,FERMT2,10979,1.0
mesenchymal,TMSB15A,11013,1.0
mesenchymal,GTF2A1L,11036,1.0
mesenchymal,WWP2,11060,1.0
mesenchymal,PRKCDBP,112464,1.0
mesenchymal,SLC6A14,11254,1.0
mesenchymal,CHRM3,1131,1.0
mesenchymal,AHNAK2,113146,1.0
mesenchymal,FKBP9,11328,1.0
mesenchymal,SCRG1,11341,1.0
mesenchymal,OSBPL1A,114876,1.0
mesenchymal,SERPINA3,12,1.0
mesenchymal,COL1A2,1278,1.0
mesenchymal,COL2A1,1280,1.0
mesenchymal,COL3A1,1281,1.0
mesenchymal,COL4A1,1282,1.0
mesenchymal,COL4A2,1284,1.0
mesenchymal,COL5A1,1289,1.0
mesenchymal,COL5A2,1290,1.0
mesenchymal,COL6A1,1291,1.0
mesenchymal,COL6A2,1292,1.0
mesenchymal,COL6A3,1293,1.0
mesenchymal,COL8A2,1296,1.0
mesenchymal,COL9A2,1298,1.0
mesenchymal,COL9A3,1299,1.0
mesenchymal,COL10A1,1300,1.0
mesenchymal,COL11A1,1301,1.0
mesenchymal,COL15A1,1306,1.0
mesenchymal,COMP,1311,1.0
mesenchymal,LRRC15,131578,1.0
mesenchymal,ADM,133,1.0
mesenchymal,CP,1356,1.0
mesenchymal,CRABP1,1381,1.0
mesenchymal,CRYAB,1410,1.0
mesenchymal,VCAN,1462,1.0
mesenchymal,CSPG4,1464,1.0
mesenchymal,CSRP1,1465,1.0
mesenchymal,CSRP2,1466,1.0
mesenchymal,CTGF,1490,1.0
mesenchymal,LOC151162,,1.0
mesenchymal,CXADR,1525,1.0
mesenchymal,AEBP1,165,1.0
mesenchymal,GPR125,166647,1.0
mesenchymal,DYNC1I1,1780,1.0
mesenchymal,DPYSL2,1808,1.0
mesenchymal,JAG1,182,1.0
mesenchymal,DSC2,1824,1.0
mesenchymal,DSC3,1825,1.0
mesenchymal,DSG2,1829,1.0
mesenchymal,DSG3,1830,1.0
mesenchymal,DSP,1832,1.0
mesenchymal,SLC26A2,1836,1.0
mesenchymal,EDNRA,1909,1.0
mesenchymal,CELSR2,1952,1.0
mesenchymal,A2M,2,1.0
mesenchymal,ELF5,2001,1.0
mesenchymal,EN1,2019,1.0
mesenchymal,ENO2,2026,1.0
mesenchymal,EPHB3,2049,1.0
mesenchymal,ETV5,2119,1.0
mesenchymal,FABP4,2167,1.0
mesenchymal,FAT1,2195,1.0
mesenchymal,FBLN2,2199,1.0
mesenchymal,FBN1,2200,1.0
mesenchymal,C6orf145,221749,1.0
mesenchymal,FGFR1,2260,1.0
mesenchymal,FGFR3,2261,1.0
mesenchymal,FGFR2,2263,1.0
mesenchymal,FHL1,2273,1.0
mesenchymal,FHL2,2274,1.0
mesenchymal,BTBD3,22903,1.0
mesenchymal,SHANK2,22941,1.0
mesenchymal,FOXC1,2296,1.0
mesenchymal,RP4-691N24.1,,1.0
mesenchymal,DIP2C,22982,1.0
mesenchymal,STK38L,23012,1.0
mesenchymal,PALLD,23022,1.0
mesenchymal,CAND2,23066,1.0
mesenchymal,PEG10,23089,1.0
mesenchymal,FLNA,2316,1.0
mesenchymal,FLNB,2317,1.0
mesenchymal,SULF1,23213,1.0
mesenchymal,ARHGEF9,23229,1.0
mesenchymal,PLCB1,23236,1.0
mesenchymal,PHLPP,23239,1.0
mesenchymal,RP1-21O18.1,,1.0
mesenchymal,TRIM2,23321,1.0
mesenchymal,SYNM,23336,1.0
mesenchymal,GPR161,23432,1.0
mesenchymal,FOLR1,2348,1.0
mesenchymal,MACF1,23499,1.0
mesenchymal,TRIM29,23650,1.0
mesenchymal,CADM1,23705,1.0
mesenchymal,GABBR1,2550,1.0
mesenchymal,GABRP,2568,1.0
mesenchymal,QPCT,25797,1.0
mesenchymal,BAMBI,25805,1.0
mesenchymal,WWTR1,25937,1.0
mesenchymal,KRT23,25984,1.0
mesenchymal,ZBTB20,26137,1.0
mesenchymal,GCNT1,2650,1.0
mesenchymal,GJA1,2697,1.0
mesenchymal,DKK3,27122,1.0
mesenchymal,PCSK1N,27344,1.0
mesenchymal,GP1BB,2812,1.0
mesenchymal,GPM6B,2824,1.0
mesenchymal,PTRF,284119,1.0
mesenchymal,TMSB15B,286527,1.0
mesenchymal,GPX7,2882,1.0
mesenchymal,TFCP2L1,29842,1.0
mesenchymal,LRP12,29967,1.0
mesenchymal,SCHIP1,29970,1.0
mesenchymal,LMCD1,29995,1.0
mesenchymal,HOXC6,3223,1.0
mesenchymal,HOXC10,3226,1.0
mesenchymal,TNC,3371,1.0
mesenchymal,ID4,3400,1.0
mesenchymal,AMIGO2,347902,1.0
mesenchymal,IGF1R,3480,1.0
mesenchymal,IGFBP2,3485,1.0
mesenchymal,IGFBP5,3488,1.0
mesenchymal,IGFBP7,3490,1.0
mesenchymal,CYR61,3491,1.0
mesenchymal,APP,351,1.0
mesenchymal,AQP1,358,1.0
mesenchymal,IMPA2,3613,1.0
mesenchymal,INHBA,3624,1.0
mesenchymal,INHBB,3625,1.0
mesenchymal,ISLR,3671,1.0
mesenchymal,KCNMB1,3779,1.0
mesenchymal,KCNN4,3783,1.0
mesenchymal,KRT5,3852,1.0
mesenchymal,KRT6B,3854,1.0
mesenchymal,KRT14,3861,1.0
mesenchymal,KRT15,3866,1.0
mesenchymal,KRT16,3868,1.0
mesenchymal,KRT17,3872,1.0
mesenchymal,KRT19,3880,1.0
mesenchymal,KRT81,3887,1.0
mesenchymal,LAMA4,3910,1.0
mesenchymal,LAMB1,3912,1.0
mesenchymal,LAMB2,3913,1.0
mesenchymal,LAMB3,3914,1.0
mesenchymal,LAMC2,3918,1.0
mesenchymal,LOXL2,4017,1.0
mesenchymal,LPP,4026,1.0
mesenchymal,LRP6,4040,1.0
mesenchymal,LTBP2,4053,1.0
mesenchymal,TM4SF1,4071,1.0
mesenchymal,SMAD7,4092,1.0
mesenchymal,MAP2,4133,1.0
mesenchymal,MCAM,4162,1.0
mesenchymal,MDFI,4188,1.0
mesenchymal,MEF2A,4205,1.0
mesenchymal,MFAP2,4237,1.0
mesenchymal,MFGE8,4240,1.0
mesenchymal,MGP,4256,1.0
mesenchymal,MID1,4281,1.0
mesenchymal,MMP7,4316,1.0
mesenchymal,MXRA7,439921,1.0
mesenchymal,MT1E,4493,1.0
mesenchymal,MYH10,4628,1.0
mesenchymal,MYLK,4638,1.0
mesenchymal,NEDD9,4739,1.0
mesenchymal,NFIB,4781,1.0
mesenchymal,NID1,4811,1.0
mesenchymal,NNMT,4837,1.0
mesenchymal,NPR3,4883,1.0
mesenchymal,NPY1R,4886,1.0
mesenchymal,NOX4,50507,1.0
mesenchymal,PAM,5066,1.0
mesenchymal,RASL12,51285,1.0
mesenchymal,AMOTL2,51421,1.0
mesenchymal,VGLL1,51442,1.0
mesenchymal,PDGFA,5154,1.0
mesenchymal,ENPP1,5167,1.0
mesenchymal,PFN2,5217,1.0
mesenchymal,SERPINB5,5268,1.0
mesenchymal,SERPINE2,5270,1.0
mesenchymal,BCL11A,53335,1.0
mesenchymal,PLOD1,5351,1.0
mesenchymal,PLOD2,5352,1.0
mesenchymal,PLS3,5358,1.0
mesenchymal,PMP22,5376,1.0
mesenchymal,FXYD6,53826,1.0
mesenchymal,MXRA8,54587,1.0
mesenchymal,ROPN1,54763,1.0
mesenchymal,ASPN,54829,1.0
mesenchymal,SOBP,55084,1.0
mesenchymal,ANO1,55107,1.0
mesenchymal,ZNF532,55205,1.0
mesenchymal,PNMAL1,55228,1.0
mesenchymal,PRELP,5549,1.0
mesenchymal,C1orf106,55765,1.0
mesenchymal,DOK5,55816,1.0
mesenchymal,ZNF395,55893,1.0
mesenchymal,HTRA1,5654,1.0
mesenchymal,CHPT1,56994,1.0
mesenchymal,ACTR3B,57180,1.0
mesenchymal,KIAA1199,57214,1.0
mesenchymal,RCN3,57333,1.0
mesenchymal,TTYH1,57348,1.0
mesenchymal,SLC24A3,57419,1.0
mesenchymal,NDRG2,57447,1.0
mesenchymal,PTK7,5754,1.0
mesenchymal,PTX3,5806,1.0
mesenchymal,PLEKHB1,58473,1.0
mesenchymal,ACTA2,59,1.0
mesenchymal,CCND1,595,1.0
mesenchymal,RGS2,5997,1.0
mesenchymal,S100A1,6271,1.0
mesenchymal,S100A6,6277,1.0
