sampleId,patientId,gene,entrezGeneId,expressionRsemBatchNormalized
TCGA-E2-A1LE-01,TCGA-E2-A1LE,KRT5,3852,125.754
TCGA-E2-A1LE-01,TCGA-E2-A1LE,KRT14,3861,95.2684
TCGA-E2-A1LE-01,TCGA-E2-A1LE,KRT17,3872,126.178
TCGA-E2-A1LE-01,TCGA-E2-A1LE,AR,367,250.238
TCGA-E2-A1LE-01,TCGA-E2-A1LE,MKI67,4288,1843.55
TCGA-E2-A1LE-01,TCGA-E2-A1LE,MUC1,4582,343.39
TCGA-E2-A1LE-01,TCGA-E2-A1LE,PGR,5241,31.049
TCGA-E2-A1LE-01,TCGA-E2-A1LE,VIM,7431,32047.3
TCGA-E2-A1LE-01,TCGA-E2-A1LE,CD8A,925,862.497
TCGA-E2-A1LE-01,TCGA-E2-A1LE,CD274,29126,9.7386
TCGA-E2-A1LE-01,TCGA-E2-A1LE,CXCL9,4283,2631.1
TCGA-E2-A1LE-01,TCGA-E2-A1LE,EGFR,1956,73.6743
TCGA-E2-A1LE-01,TCGA-E2-A1LE,EPCAM,4072,14415.6
TCGA-E2-A1LE-01,TCGA-E2-A1LE,ERBB2,2064,182279
TCGA-E2-A1LE-01,TCGA-E2-A1LE,ESR1,2099,80.4489
TCGA-E2-A1LG-01,TCGA-E2-A1LG,FOXA1,3169,3.3784
TCGA-E2-A1LG-01,TCGA-E2-A1LG,FOXC1,2296,10827.1
TCGA-E2-A1LG-01,TCGA-E2-A1LG,GATA3,2625,157.248
TCGA-E2-A1LG-01,TCGA-E2-A1LG,IFNG,3458,2.7641
TCGA-E2-A1LG-01,TCGA-E2-A1LG,KRT5,3852,51726.4
TCGA-E2-A1LG-01,TCGA-E2-A1LG,KRT14,3861,134342
TCGA-E2-A1LG-01,TCGA-E2-A1LG,KRT17,3872,1136.98
TCGA-E2-A1LG-01,TCGA-E2-A1LG,AR,367,1.8428
TCGA-E2-A1LG-01,TCGA-E2-A1LG,MKI67,4288,3776.11
TCGA-E2-A1LG-01,TCGA-E2-A1LG,MUC1,4582,2196.25
TCGA-E2-A1LG-01,TCGA-E2-A1LG,PGR,5241,1.5356
TCGA-E2-A1LG-01,TCGA-E2-A1LG,VIM,7431,3482.29
TCGA-E2-A1LG-01,TCGA-E2-A1LG,CD8A,925,75.2457
TCGA-E2-A1LG-01,TCGA-E2-A1LG,CD274,29126,37.4693
TCGA-E2-A1LG-01,TCGA-E2-A1LG,CXCL9,4283,1841.22
TCGA-E2-A1LG-01,TCGA-E2-A1LG,EGFR,1956,5515.93
TCGA-E2-A1LG-01,TCGA-E2-A1LG,EPCAM,4072,4355.96
TCGA-E2-A1LG-01,TCGA-E2-A1LG,ERBB2,2064,9723.28
TCGA-E2-A1LG-01,TCGA-E2-A1LG,ESR1,2099,6.7568
TCGA-E2-A1LH-01,TCGA-E2-A1LH,FOXA1,3169,54.0228
TCGA-E2-A1LH-01,TCGA-E2-A1LH,FOXC1,2296,2633.22
TCGA-E2-A1LH-01,TCGA-E2-A1LH,GATA3,2625,240.787
TCGA-E2-A1LH-01,TCGA-E2-A1LH,IFNG,3458,55.5663
TCGA-E2-A1LH-01,TCGA-E2-A1LH,KRT5,3852,1510.32
TCGA-E2-A1LH-01,TCGA-E2-A1LH,KRT14,3861,5533.47
TCGA-E2-A1LH-01,TCGA-E2-A1LH,KRT17,3872,15880.4
TCGA-E2-A1LH-01,TCGA-E2-A1LH,AR,367,0.7718
TCGA-E2-A1LH-01,TCGA-E2-A1LH,MKI67,4288,1840.63
TCGA-E2-A1LH-01,TCGA-E2-A1LH,MUC1,4582,6738.95
TCGA-E2-A1LH-01,TCGA-E2-A1LH,PGR,5241,16.9786
TCGA-E2-A1LH-01,TCGA-E2-A1LH,VIM,7431,68015.3
TCGA-E2-A1LH-01,TCGA-E2-A1LH,CD8A,925,1029.52
TCGA-E2-A1LH-01,TCGA-E2-A1LH,CD274,29126,37.0442
TCGA-E2-A1LH-01,TCGA-E2-A1LH,CXCL9,4283,16524.8
TCGA-E2-A1LH-01,TCGA-E2-A1LH,EGFR,1956,259.309
TCGA-E2-A1LH-01,TCGA-E2-A1LH,EPCAM,4072,7638.05
TCGA-E2-A1LH-01,TCGA-E2-A1LH,ERBB2,2064,4964.69
TCGA-E2-A1LH-01,TCGA-E2-A1LH,ESR1,2099,91.0669
TCGA-E2-A1LI-01,TCGA-E2-A1LI,FOXA1,3169,55.5889
TCGA-E2-A1LI-01,TCGA-E2-A1LI,FOXC1,2296,3937.2
TCGA-E2-A1LI-01,TCGA-E2-A1LI,GATA3,2625,558.594
TCGA-E2-A1LI-01,TCGA-E2-A1LI,IFNG,3458,7.2115
TCGA-E2-A1LI-01,TCGA-E2-A1LI,KRT5,3852,2756.61
TCGA-E2-A1LI-01,TCGA-E2-A1LI,KRT14,3861,839.844
TCGA-E2-A1LI-01,TCGA-E2-A1LI,KRT17,3872,4247.9
TCGA-E2-A1LI-01,TCGA-E2-A1LI,AR,367,2.4038
TCGA-E2-A1LI-01,TCGA-E2-A1LI,MKI67,4288,3253.31
TCGA-E2-A1LI-01,TCGA-E2-A1LI,MUC1,4582,7019.53
TCGA-E2-A1LI-01,TCGA-E2-A1LI,PGR,5241,10.5168
TCGA-E2-A1LI-01,TCGA-E2-A1LI,VIM,7431,40615.1
TCGA-E2-A1LI-01,TCGA-E2-A1LI,CD8A,925,117.488
TCGA-E2-A1LI-01,TCGA-E2-A1LI,CD274,29126,19.5312
TCGA-E2-A1LI-01,TCGA-E2-A1LI,CXCL9,4283,2624.4
TCGA-E2-A1LI-01,TCGA-E2-A1LI,EGFR,1956,423.978
TCGA-E2-A1LI-01,TCGA-E2-A1LI,EPCAM,4072,12128.9
TCGA-E2-A1LI-01,TCGA-E2-A1LI,ERBB2,2064,5524.64
TCGA-E2-A1LI-01,TCGA-E2-A1LI,ESR1,2099,87.4399
TCGA-E2-A1LK-01,TCGA-E2-A1LK,FOXA1,3169,12.912
TCGA-E2-A1LK-01,TCGA-E2-A1LK,FOXC1,2296,3775.01
TCGA-E2-A1LK-01,TCGA-E2-A1LK,GATA3,2625,203.071
TCGA-E2-A1LK-01,TCGA-E2-A1LK,IFNG,3458,0.5869
TCGA-E2-A1LK-01,TCGA-E2-A1LK,KRT5,3852,14080
TCGA-E2-A1LK-01,TCGA-E2-A1LK,KRT14,3861,42456.6
TCGA-E2-A1LK-01,TCGA-E2-A1LK,KRT17,3872,16868.4
TCGA-E2-A1LK-01,TCGA-E2-A1LK,AR,367,0
TCGA-E2-A1LK-01,TCGA-E2-A1LK,MKI67,4288,1794.77
TCGA-E2-A1LK-01,TCGA-E2-A1LK,MUC1,4582,8827.15
TCGA-E2-A1LK-01,TCGA-E2-A1LK,PGR,5241,1.7607
TCGA-E2-A1LK-01,TCGA-E2-A1LK,VIM,7431,74190.6
TCGA-E2-A1LK-01,TCGA-E2-A1LK,CD8A,925,117.969
TCGA-E2-A1LK-01,TCGA-E2-A1LK,CD274,29126,2.9346
TCGA-E2-A1LK-01,TCGA-E2-A1LK,CXCL9,4283,40.4969
TCGA-E2-A1LK-01,TCGA-E2-A1LK,EGFR,1956,716.026
TCGA-E2-A1LK-01,TCGA-E2-A1LK,EPCAM,4072,8867.64
TCGA-E2-A1LK-01,TCGA-E2-A1LK,ERBB2,2064,7758.38
TCGA-E2-A1LK-01,TCGA-E2-A1LK,ESR1,2099,110.926
TCGA-E2-A1LL-01,TCGA-E2-A1LL,FOXA1,3169,1254.64
TCGA-E2-A1LL-01,TCGA-E2-A1LL,FOXC1,2296,764.647
TCGA-E2-A1LL-01,TCGA-E2-A1LL,GATA3,2625,1523.54
TCGA-E2-A1LL-01,TCGA-E2-A1LL,IFNG,3458,0.5758
TCGA-E2-A1LL-01,TCGA-E2-A1LL,KRT5,3852,364719
TCGA-E2-A1LL-01,TCGA-E2-A1LL,KRT14,3861,154344
TCGA-E2-A1LL-01,TCGA-E2-A1LL,KRT17,3872,63777.2
TCGA-E2-A1LL-01,TCGA-E2-A1LL,AR,367,43.7599
TCGA-E2-A1LL-01,TCGA-E2-A1LL,MKI67,4288,6413.13
TCGA-E2-A1LL-01,TCGA-E2-A1LL,MUC1,4582,2019.29
TCGA-E2-A1LL-01,TCGA-E2-A1LL,PGR,5241,157.19
TCGA-E2-A1LL-01,TCGA-E2-A1LL,VIM,7431,86145
TCGA-E2-A1LL-01,TCGA-E2-A1LL,CD8A,925,10.94
TCGA-E2-A1LL-01,TCGA-E2-A1LL,CD274,29126,34.5473
TCGA-E2-A1LL-01,TCGA-E2-A1LL,CXCL9,4283,189.434
TCGA-E2-A1LL-01,TCGA-E2-A1LL,EGFR,1956,2722.9
TCGA-E2-A1LL-01,TCGA-E2-A1LL,EPCAM,4072,4173.89
TCGA-E2-A1LL-01,TCGA-E2-A1LL,ERBB2,2064,2583.56
TCGA-E2-A1LL-01,TCGA-E2-A1LL,ESR1,2099,408.81
TCGA-E2-A1LS-01,TCGA-E2-A1LS,FOXA1,3169,312.813
TCGA-E2-A1LS-01,TCGA-E2-A1LS,FOXC1,2296,824.324
TCGA-E2-A1LS-01,TCGA-E2-A1LS,GATA3,2625,1374.87
TCGA-E2-A1LS-01,TCGA-E2-A1LS,IFNG,3458,0.5005
TCGA-E2-A1LS-01,TCGA-E2-A1LS,KRT5,3852,1669.67
TCGA-E2-A1LS-01,TCGA-E2-A1LS,KRT14,3861,924.424
TCGA-E2-A1LS-01,TCGA-E2-A1LS,KRT17,3872,162.663
TCGA-E2-A1LS-01,TCGA-E2-A1LS,AR,367,33.033
TCGA-E2-A1LS-01,TCGA-E2-A1LS,MKI67,4288,634.635
TCGA-E2-A1LS-01,TCGA-E2-A1LS,MUC1,4582,257.758
TCGA-E2-A1LS-01,TCGA-E2-A1LS,PGR,5241,54.0541
TCGA-E2-A1LS-01,TCGA-E2-A1LS,VIM,7431,12769.9
TCGA-E2-A1LS-01,TCGA-E2-A1LS,CD8A,925,78.5786
TCGA-E2-A1LS-01,TCGA-E2-A1LS,CD274,29126,4.5045
TCGA-E2-A1LS-01,TCGA-E2-A1LS,CXCL9,4283,1738.24
TCGA-E2-A1LS-01,TCGA-E2-A1LS,EGFR,1956,456.446
TCGA-E2-A1LS-01,TCGA-E2-A1LS,EPCAM,4072,13118.6
TCGA-E2-A1LS-01,TCGA-E2-A1LS,ERBB2,2064,1539.04
TCGA-E2-A1LS-01,TCGA-E2-A1LS,ESR1,2099,59.5596
TCGA-E2-A2P5-01,TCGA-E2-A2P5,FOXA1,3169,11769.9
TCGA-E2-A2P5-01,TCGA-E2-A2P5,FOXC1,2296,149.22
TCGA-E2-A2P5-01,TCGA-E2-A2P5,GATA3,2625,18365.3
TCGA-E2-A2P5-01,TCGA-E2-A2P5,IFNG,3458,1.856
TCGA-E2-A2P5-01,TCGA-E2-A2P5,KRT5,3852,1015.59
TCGA-E2-A2P5-01,TCGA-E2-A2P5,KRT14,3861,1051.97
TCGA-E2-A2P5-01,TCGA-E2-A2P5,KRT17,3872,1265.03
TCGA-E2-A2P5-01,TCGA-E2-A2P5,AR,367,502.97
TCGA-E2-A2P5-01,TCGA-E2-A2P5,MKI67,4288,3560.13
TCGA-E2-A2P5-01,TCGA-E2-A2P5,MUC1,4582,13363.8
TCGA-E2-A2P5-01,TCGA-E2-A2P5,PGR,5241,3560.27
TCGA-E2-A2P5-01,TCGA-E2-A2P5,VIM,7431,16606.2
TCGA-E2-A2P5-01,TCGA-E2-A2P5,CD8A,925,100.965
TCGA-E2-A2P5-01,TCGA-E2-A2P5,CD274,29126,14.4766
TCGA-E2-A2P5-01,TCGA-E2-A2P5,CXCL9,4283,1646.62
TCGA-E2-A2P5-01,TCGA-E2-A2P5,EGFR,1956,43.7936
TCGA-E2-A2P5-01,TCGA-E2-A2P5,EPCAM,4072,2993.69
TCGA-E2-A2P5-01,TCGA-E2-A2P5,ERBB2,2064,4323.68
TCGA-E2-A2P5-01,TCGA-E2-A2P5,ESR1,2099,7691.54
TCGA-E2-A2P6-01,TCGA-E2-A2P6,FOXA1,3169,8698.41
TCGA-E2-A2P6-01,TCGA-E2-A2P6,FOXC1,2296,134.43
TCGA-E2-A2P6-01,TCGA-E2-A2P6,GATA3,2625,18755.5
TCGA-E2-A2P6-01,TCGA-E2-A2P6,IFNG,3458,1.7504
TCGA-E2-A2P6-01,TCGA-E2-A2P6,KRT5,3852,185.542
TCGA-E2-A2P6-01,TCGA-E2-A2P6,KRT14,3861,298.967
TCGA-E2-A2P6-01,TCGA-E2-A2P6,KRT17,3872,340.977
TCGA-E2-A2P6-01,TCGA-E2-A2P6,AR,367,121.127
TCGA-E2-A2P6-01,TCGA-E2-A2P6,MKI67,4288,1841.76
TCGA-E2-A2P6-01,TCGA-E2-A2P6,MUC1,4582,38327
TCGA-E2-A2P6-01,TCGA-E2-A2P6,PGR,5241,81.5684
TCGA-E2-A2P6-01,TCGA-E2-A2P6,VIM,7431,14246.8
TCGA-E2-A2P6-01,TCGA-E2-A2P6,CD8A,925,56.7128
TCGA-E2-A2P6-01,TCGA-E2-A2P6,CD274,29126,13.6531
TCGA-E2-A2P6-01,TCGA-E2-A2P6,CXCL9,4283,548.573
TCGA-E2-A2P6-01,TCGA-E2-A2P6,EGFR,1956,28.0063
TCGA-E2-A2P6-01,TCGA-E2-A2P6,EPCAM,4072,4701.91
TCGA-E2-A2P6-01,TCGA-E2-A2P6,ERBB2,2064,10530
TCGA-E2-A2P6-01,TCGA-E2-A2P6,ESR1,2099,23436.7
TCGA-E2-A3DX-01,TCGA-E2-A3DX,FOXA1,3169,5363.23
TCGA-E2-A3DX-01,TCGA-E2-A3DX,FOXC1,2296,321.165
TCGA-E2-A3DX-01,TCGA-E2-A3DX,GATA3,2625,4257.92
TCGA-E2-A3DX-01,TCGA-E2-A3DX,IFNG,3458,1.9251
TCGA-E2-A3DX-01,TCGA-E2-A3DX,KRT5,3852,1613.52
TCGA-E2-A3DX-01,TCGA-E2-A3DX,KRT14,3861,990.766
TCGA-E2-A3DX-01,TCGA-E2-A3DX,KRT17,3872,1307.76
TCGA-E2-A3DX-01,TCGA-E2-A3DX,AR,367,1009.38
TCGA-E2-A3DX-01,TCGA-E2-A3DX,MKI67,4288,673.131
TCGA-E2-A3DX-01,TCGA-E2-A3DX,MUC1,4582,16177.9
TCGA-E2-A3DX-01,TCGA-E2-A3DX,PGR,5241,5731.32
TCGA-E2-A3DX-01,TCGA-E2-A3DX,VIM,7431,40227.6
TCGA-E2-A3DX-01,TCGA-E2-A3DX,CD8A,925,1233.97
TCGA-E2-A3DX-01,TCGA-E2-A3DX,CD274,29126,31.1219
TCGA-E2-A3DX-01,TCGA-E2-A3DX,CXCL9,4283,1918.33
TCGA-E2-A3DX-01,TCGA-E2-A3DX,EGFR,1956,705.52
TCGA-E2-A3DX-01,TCGA-E2-A3DX,EPCAM,4072,1531.39
TCGA-E2-A3DX-01,TCGA-E2-A3DX,ERBB2,2064,25337.7
TCGA-E2-A3DX-01,TCGA-E2-A3DX,ESR1,2099,7515.77
TCGA-E2-A56Z-01,TCGA-E2-A56Z,FOXA1,3169,8003.16
TCGA-E2-A56Z-01,TCGA-E2-A56Z,FOXC1,2296,50.0451
TCGA-E2-A56Z-01,TCGA-E2-A56Z,GATA3,2625,19408
TCGA-E2-A56Z-01,TCGA-E2-A56Z,IFNG,3458,2.7051
TCGA-E2-A56Z-01,TCGA-E2-A56Z,KRT5,3852,99.6393
TCGA-E2-A56Z-01,TCGA-E2-A56Z,KRT14,3861,115.87
TCGA-E2-A56Z-01,TCGA-E2-A56Z,KRT17,3872,248.422
TCGA-E2-A56Z-01,TCGA-E2-A56Z,AR,367,41.4788
TCGA-E2-A56Z-01,TCGA-E2-A56Z,MKI67,4288,941.389
TCGA-E2-A56Z-01,TCGA-E2-A56Z,MUC1,4582,831.38
TCGA-E2-A56Z-01,TCGA-E2-A56Z,PGR,5241,419.297
TCGA-E2-A56Z-01,TCGA-E2-A56Z,VIM,7431,11186.7
TCGA-E2-A56Z-01,TCGA-E2-A56Z,CD8A,925,87.0153
TCGA-E2-A56Z-01,TCGA-E2-A56Z,CD274,29126,1.8034
TCGA-E2-A56Z-01,TCGA-E2-A56Z,CXCL9,4283,836.79
TCGA-E2-A56Z-01,TCGA-E2-A56Z,EGFR,1956,11.2714
TCGA-E2-A56Z-01,TCGA-E2-A56Z,EPCAM,4072,7083.86
TCGA-E2-A56Z-01,TCGA-E2-A56Z,ERBB2,2064,6238.95
TCGA-E2-A56Z-01,TCGA-E2-A56Z,ESR1,2099,22677.6
TCGA-E2-A570-01,TCGA-E2-A570,FOXA1,3169,6497.59
TCGA-E2-A570-01,TCGA-E2-A570,FOXC1,2296,110.754
TCGA-E2-A570-01,TCGA-E2-A570,GATA3,2625,17757.6
TCGA-E2-A570-01,TCGA-E2-A570,IFNG,3458,0
TCGA-E2-A570-01,TCGA-E2-A570,KRT5,3852,339.219
TCGA-E2-A570-01,TCGA-E2-A570,KRT14,3861,508.828
TCGA-E2-A570-01,TCGA-E2-A570,KRT17,3872,942.215
TCGA-E2-A570-01,TCGA-E2-A570,AR,367,53.5045
TCGA-E2-A570-01,TCGA-E2-A570,MKI67,4288,764.58
TCGA-E2-A570-01,TCGA-E2-A570,MUC1,4582,24541.5
TCGA-E2-A570-01,TCGA-E2-A570,PGR,5241,5145.91
TCGA-E2-A570-01,TCGA-E2-A570,VIM,7431,29754.5
TCGA-E2-A570-01,TCGA-E2-A570,CD8A,925,72.7662
TCGA-E2-A570-01,TCGA-E2-A570,CD274,29126,12.306
TCGA-E2-A570-01,TCGA-E2-A570,CXCL9,4283,69.0209
TCGA-E2-A570-01,TCGA-E2-A570,EGFR,1956,27.8224
TCGA-E2-A570-01,TCGA-E2-A570,EPCAM,4072,2510.43
TCGA-E2-A570-01,TCGA-E2-A570,ERBB2,2064,7942.22
TCGA-E2-A570-01,TCGA-E2-A570,ESR1,2099,6907.97
TCGA-E2-A573-01,TCGA-E2-A573,FOXA1,3169,45.3064
TCGA-E2-A573-01,TCGA-E2-A573,FOXC1,2296,6033.69
TCGA-E2-A573-01,TCGA-E2-A573,GATA3,2625,219.993
TCGA-E2-A573-01,TCGA-E2-A573,IFNG,3458,35.0307
TCGA-E2-A573-01,TCGA-E2-A573,KRT5,3852,3942.59
TCGA-E2-A573-01,TCGA-E2-A573,KRT14,3861,254.557
TCGA-E2-A573-01,TCGA-E2-A573,KRT17,3872,7804.38
TCGA-E2-A573-01,TCGA-E2-A573,AR,367,0.4671
TCGA-E2-A573-01,TCGA-E2-A573,MKI67,4288,2754.82
TCGA-E2-A573-01,TCGA-E2-A573,MUC1,4582,11543.3
TCGA-E2-A573-01,TCGA-E2-A573,PGR,5241,18.216
TCGA-E2-A573-01,TCGA-E2-A573,VIM,7431,46226.2
TCGA-E2-A573-01,TCGA-E2-A573,CD8A,925,432.046
TCGA-E2-A573-01,TCGA-E2-A573,CD274,29126,38.3003
TCGA-E2-A573-01,TCGA-E2-A573,CXCL9,4283,3670.29
TCGA-E2-A573-01,TCGA-E2-A573,EGFR,1956,205.047
TCGA-E2-A573-01,TCGA-E2-A573,EPCAM,4072,11150
TCGA-E2-A573-01,TCGA-E2-A573,ERBB2,2064,2909.89
TCGA-E2-A573-01,TCGA-E2-A573,ESR1,2099,33.1624
TCGA-E2-A574-01,TCGA-E2-A574,FOXA1,3169,12.9068
TCGA-E2-A574-01,TCGA-E2-A574,FOXC1,2296,1896.18
TCGA-E2-A574-01,TCGA-E2-A574,GATA3,2625,24.1302
TCGA-E2-A574-01,TCGA-E2-A574,IFNG,3458,0
TCGA-E2-A574-01,TCGA-E2-A574,KRT5,3852,31883.8
TCGA-E2-A574-01,TCGA-E2-A574,KRT14,3861,51607.2
TCGA-E2-A574-01,TCGA-E2-A574,KRT17,3872,20340.1
TCGA-E2-A574-01,TCGA-E2-A574,AR,367,0
TCGA-E2-A574-01,TCGA-E2-A574,MKI67,4288,1028.06
TCGA-E2-A574-01,TCGA-E2-A574,MUC1,4582,2681.82
TCGA-E2-A574-01,TCGA-E2-A574,PGR,5241,4.4893
TCGA-E2-A574-01,TCGA-E2-A574,VIM,7431,92215.7
TCGA-E2-A574-01,TCGA-E2-A574,CD8A,925,55.5556
TCGA-E2-A574-01,TCGA-E2-A574,CD274,29126,0.5612
TCGA-E2-A574-01,TCGA-E2-A574,CXCL9,4283,13.468
TCGA-E2-A574-01,TCGA-E2-A574,EGFR,1956,115.017
TCGA-E2-A574-01,TCGA-E2-A574,EPCAM,4072,20370.9
TCGA-E2-A574-01,TCGA-E2-A574,ERBB2,2064,4014.03
TCGA-E2-A574-01,TCGA-E2-A574,ESR1,2099,7.8563
TCGA-E2-A576-01,TCGA-E2-A576,FOXA1,3169,4297.89
TCGA-E2-A576-01,TCGA-E2-A576,FOXC1,2296,38.4968
TCGA-E2-A576-01,TCGA-E2-A576,GATA3,2625,13030.2
TCGA-E2-A576-01,TCGA-E2-A576,IFNG,3458,0
TCGA-E2-A576-01,TCGA-E2-A576,KRT5,3852,265.811
TCGA-E2-A576-01,TCGA-E2-A576,KRT14,3861,1031.62
TCGA-E2-A576-01,TCGA-E2-A576,KRT17,3872,1153.99
TCGA-E2-A576-01,TCGA-E2-A576,AR,367,109.074
TCGA-E2-A576-01,TCGA-E2-A576,MKI67,4288,1541.7
TCGA-E2-A576-01,TCGA-E2-A576,MUC1,4582,3362.97
TCGA-E2-A576-01,TCGA-E2-A576,PGR,5241,1631.91
TCGA-E2-A576-01,TCGA-E2-A576,VIM,7431,11095.9
TCGA-E2-A576-01,TCGA-E2-A576,CD8A,925,106.783
TCGA-E2-A576-01,TCGA-E2-A576,CD274,29126,2.2915
TCGA-E2-A576-01,TCGA-E2-A576,CXCL9,4283,257.562
TCGA-E2-A576-01,TCGA-E2-A576,EGFR,1956,8.7076
TCGA-E2-A576-01,TCGA-E2-A576,EPCAM,4072,6818.06
TCGA-E2-A576-01,TCGA-E2-A576,ERBB2,2064,12824
TCGA-E2-A576-01,TCGA-E2-A576,ESR1,2099,15377.6
TCGA-E2-A9RU-01,TCGA-E2-A9RU,FOXA1,3169,5553.5
TCGA-E2-A9RU-01,TCGA-E2-A9RU,FOXC1,2296,40.4381
TCGA-E2-A9RU-01,TCGA-E2-A9RU,GATA3,2625,11636.1
TCGA-E2-A9RU-01,TCGA-E2-A9RU,IFNG,3458,0.674
TCGA-E2-A9RU-01,TCGA-E2-A9RU,KRT5,3852,112.553
TCGA-E2-A9RU-01,TCGA-E2-A9RU,KRT14,3861,161.752
TCGA-E2-A9RU-01,TCGA-E2-A9RU,KRT17,3872,310.025
TCGA-E2-A9RU-01,TCGA-E2-A9RU,AR,367,41.112
TCGA-E2-A9RU-01,TCGA-E2-A9RU,MKI67,4288,2509.86
TCGA-E2-A9RU-01,TCGA-E2-A9RU,MUC1,4582,4536.48
TCGA-E2-A9RU-01,TCGA-E2-A9RU,PGR,5241,131.424
TCGA-E2-A9RU-01,TCGA-E2-A9RU,VIM,7431,24681.9
TCGA-E2-A9RU-01,TCGA-E2-A9RU,CD8A,925,120.64
TCGA-E2-A9RU-01,TCGA-E2-A9RU,CD274,29126,7.4136
TCGA-E2-A9RU-01,TCGA-E2-A9RU,CXCL9,4283,434.035
TCGA-E2-A9RU-01,TCGA-E2-A9RU,EGFR,1956,16.1752
TCGA-E2-A9RU-01,TCGA-E2-A9RU,EPCAM,4072,5523.84
TCGA-E2-A9RU-01,TCGA-E2-A9RU,ERBB2,2064,5761.75
TCGA-E2-A9RU-01,TCGA-E2-A9RU,ESR1,2099,5359.39
TCGA-E9-A1N3-01,TCGA-E9-A1N3,FOXA1,3169,14565.5
TCGA-E9-A1N3-01,TCGA-E9-A1N3,FOXC1,2296,31.3134
TCGA-E9-A1N3-01,TCGA-E9-A1N3,GATA3,2625,24661.4
TCGA-E9-A1N3-01,TCGA-E9-A1N3,IFNG,3458,0
TCGA-E9-A1N3-01,TCGA-E9-A1N3,KRT5,3852,144.719
TCGA-E9-A1N3-01,TCGA-E9-A1N3,KRT14,3861,135.127
TCGA-E9-A1N3-01,TCGA-E9-A1N3,KRT17,3872,116.226
TCGA-E9-A1N3-01,TCGA-E9-A1N3,AR,367,89.9907
TCGA-E9-A1N3-01,TCGA-E9-A1N3,MKI67,4288,1535.2
TCGA-E9-A1N3-01,TCGA-E9-A1N3,MUC1,4582,12288.7
TCGA-E9-A1N3-01,TCGA-E9-A1N3,PGR,5241,919.457
TCGA-E9-A1N3-01,TCGA-E9-A1N3,VIM,7431,5646
TCGA-E9-A1N3-01,TCGA-E9-A1N3,CD8A,925,25.1071
TCGA-E9-A1N3-01,TCGA-E9-A1N3,CD274,29126,17.7725
TCGA-E9-A1N3-01,TCGA-E9-A1N3,CXCL9,4283,56.7026
TCGA-E9-A1N3-01,TCGA-E9-A1N3,EGFR,1956,69.6793
TCGA-E9-A1N3-01,TCGA-E9-A1N3,EPCAM,4072,7116.04
TCGA-E9-A1N3-01,TCGA-E9-A1N3,ERBB2,2064,6572.71
TCGA-E9-A1N3-01,TCGA-E9-A1N3,ESR1,2099,38301.9
TCGA-E9-A1N4-01,TCGA-E9-A1N4,FOXA1,3169,4064.76
TCGA-E9-A1N4-01,TCGA-E9-A1N4,FOXC1,2296,136.191
TCGA-E9-A1N4-01,TCGA-E9-A1N4,GATA3,2625,5567.06
TCGA-E9-A1N4-01,TCGA-E9-A1N4,IFNG,3458,0.7402
TCGA-E9-A1N4-01,TCGA-E9-A1N4,KRT5,3852,212.182
TCGA-E9-A1N4-01,TCGA-E9-A1N4,KRT14,3861,252.151
TCGA-E9-A1N4-01,TCGA-E9-A1N4,KRT17,3872,153.462
TCGA-E9-A1N4-01,TCGA-E9-A1N4,AR,367,1052.77
TCGA-E9-A1N4-01,TCGA-E9-A1N4,MKI67,4288,2210.89
TCGA-E9-A1N4-01,TCGA-E9-A1N4,MUC1,4582,9972.55
TCGA-E9-A1N4-01,TCGA-E9-A1N4,PGR,5241,7926.61
TCGA-E9-A1N4-01,TCGA-E9-A1N4,VIM,7431,57239.2
TCGA-E9-A1N4-01,TCGA-E9-A1N4,CD8A,925,206.261
TCGA-E9-A1N4-01,TCGA-E9-A1N4,CD274,29126,73.5235
TCGA-E9-A1N4-01,TCGA-E9-A1N4,CXCL9,4283,1210.42
TCGA-E9-A1N4-01,TCGA-E9-A1N4,EGFR,1956,172.943
TCGA-E9-A1N4-01,TCGA-E9-A1N4,EPCAM,4072,1550.9
TCGA-E9-A1N4-01,TCGA-E9-A1N4,ERBB2,2064,3790.9
TCGA-E9-A1N4-01,TCGA-E9-A1N4,ESR1,2099,2962.65
TCGA-E9-A1N5-01,TCGA-E9-A1N5,FOXA1,3169,7496.66
TCGA-E9-A1N5-01,TCGA-E9-A1N5,FOXC1,2296,72.9554
TCGA-E9-A1N5-01,TCGA-E9-A1N5,GATA3,2625,9851.93
TCGA-E9-A1N5-01,TCGA-E9-A1N5,IFNG,3458,5.4224
TCGA-E9-A1N5-01,TCGA-E9-A1N5,KRT5,3852,4.4365
TCGA-E9-A1N5-01,TCGA-E9-A1N5,KRT14,3861,2.4647
TCGA-E9-A1N5-01,TCGA-E9-A1N5,KRT17,3872,5.4224
TCGA-E9-A1N5-01,TCGA-E9-A1N5,AR,367,1466.5
TCGA-E9-A1N5-01,TCGA-E9-A1N5,MKI67,4288,2870.4
TCGA-E9-A1N5-01,TCGA-E9-A1N5,MUC1,4582,7688.9
TCGA-E9-A1N5-01,TCGA-E9-A1N5,PGR,5241,7411.02
TCGA-E9-A1N5-01,TCGA-E9-A1N5,VIM,7431,21708.9
TCGA-E9-A1N5-01,TCGA-E9-A1N5,CD8A,925,488.998
TCGA-E9-A1N5-01,TCGA-E9-A1N5,CD274,29126,31.5483
