sampleId,patientId,gene,entrezGeneId,gisticValue
TCGA-GI-A2C9-01,TCGA-GI-A2C9,RAD50,10111,-1
TCGA-GI-A2C9-01,TCGA-GI-A2C9,RAD51,5888,-2
TCGA-GI-A2C9-01,TCGA-GI-A2C9,RAD51B,5890,-1
TCGA-GI-A2C9-01,TCGA-GI-A2C9,RAD51C,5889,1
TCGA-GI-A2C9-01,TCGA-GI-A2C9,RAD51D,5892,-1
TCGA-GI-A2C9-01,TCGA-GI-A2C9,CHEK2,11200,1
TCGA-GM-A2D9-01,TCGA-GM-A2D9,FANCA,2175,-1
TCGA-GM-A2D9-01,TCGA-GM-A2D9,ATM,472,-1
TCGA-GM-A2D9-01,TCGA-GM-A2D9,MRE11,4361,-1
TCGA-GM-A2D9-01,TCGA-GM-A2D9,NBN,4683,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,PALB2,79728,1
TCGA-GM-A2D9-01,TCGA-GM-A2D9,BARD1,580,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,BRCA1,672,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,BRCA2,675,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,BRIP1,83990,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,RAD50,10111,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,RAD51,5888,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,RAD51B,5890,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,RAD51C,5889,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,RAD51D,5892,0
TCGA-GM-A2D9-01,TCGA-GM-A2D9,CHEK2,11200,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,FANCA,2175,-1
TCGA-GM-A2DA-01,TCGA-GM-A2DA,ATM,472,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,MRE11,4361,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,NBN,4683,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,PALB2,79728,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,BARD1,580,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,BRCA1,672,-1
TCGA-GM-A2DA-01,TCGA-GM-A2DA,BRCA2,675,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,BRIP1,83990,2
TCGA-GM-A2DA-01,TCGA-GM-A2DA,RAD50,10111,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,RAD51,5888,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,RAD51B,5890,0
TCGA-GM-A2DA-01,TCGA-GM-A2DA,RAD51C,5889,2
TCGA-GM-A2DA-01,TCGA-GM-A2DA,RAD51D,5892,-1
TCGA-GM-A2DA-01,TCGA-GM-A2DA,CHEK2,11200,-1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,FANCA,2175,0
TCGA-GM-A2DB-01,TCGA-GM-A2DB,ATM,472,1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,MRE11,4361,1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,NBN,4683,0
TCGA-GM-A2DB-01,TCGA-GM-A2DB,PALB2,79728,1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,BARD1,580,-1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,BRCA1,672,-1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,BRCA2,675,-1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,BRIP1,83990,0
TCGA-GM-A2DB-01,TCGA-GM-A2DB,RAD50,10111,1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,RAD51,5888,0
TCGA-GM-A2DB-01,TCGA-GM-A2DB,RAD51B,5890,2
TCGA-GM-A2DB-01,TCGA-GM-A2DB,RAD51C,5889,0
TCGA-GM-A2DB-01,TCGA-GM-A2DB,RAD51D,5892,-1
TCGA-GM-A2DB-01,TCGA-GM-A2DB,CHEK2,11200,-1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,FANCA,2175,-1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,ATM,472,0
TCGA-GM-A2DC-01,TCGA-GM-A2DC,MRE11,4361,0
TCGA-GM-A2DC-01,TCGA-GM-A2DC,NBN,4683,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,PALB2,79728,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,BARD1,580,0
TCGA-GM-A2DC-01,TCGA-GM-A2DC,BRCA1,672,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,BRCA2,675,-1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,BRIP1,83990,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,RAD50,10111,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,RAD51,5888,0
TCGA-GM-A2DC-01,TCGA-GM-A2DC,RAD51B,5890,-1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,RAD51C,5889,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,RAD51D,5892,1
TCGA-GM-A2DC-01,TCGA-GM-A2DC,CHEK2,11200,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,FANCA,2175,0
TCGA-GM-A2DD-01,TCGA-GM-A2DD,ATM,472,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,MRE11,4361,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,NBN,4683,1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,PALB2,79728,1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,BARD1,580,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,BRCA1,672,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,BRCA2,675,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,BRIP1,83990,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,RAD50,10111,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,RAD51,5888,0
TCGA-GM-A2DD-01,TCGA-GM-A2DD,RAD51B,5890,0
TCGA-GM-A2DD-01,TCGA-GM-A2DD,RAD51C,5889,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,RAD51D,5892,-1
TCGA-GM-A2DD-01,TCGA-GM-A2DD,CHEK2,11200,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,FANCA,2175,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,ATM,472,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,MRE11,4361,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,NBN,4683,1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,PALB2,79728,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,BARD1,580,-1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,BRCA1,672,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,BRCA2,675,-1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,BRIP1,83990,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,RAD50,10111,-1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,RAD51,5888,-1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,RAD51B,5890,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,RAD51C,5889,0
TCGA-GM-A2DF-01,TCGA-GM-A2DF,RAD51D,5892,-1
TCGA-GM-A2DF-01,TCGA-GM-A2DF,CHEK2,11200,1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,FANCA,2175,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,ATM,472,1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,MRE11,4361,1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,NBN,4683,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,PALB2,79728,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,BARD1,580,0
TCGA-GM-A2DH-01,TCGA-GM-A2DH,BRCA1,672,0
TCGA-GM-A2DH-01,TCGA-GM-A2DH,BRCA2,675,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,BRIP1,83990,0
TCGA-GM-A2DH-01,TCGA-GM-A2DH,RAD50,10111,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,RAD51,5888,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,RAD51B,5890,-1
TCGA-GM-A2DH-01,TCGA-GM-A2DH,RAD51C,5889,0
TCGA-GM-A2DH-01,TCGA-GM-A2DH,RAD51D,5892,0
TCGA-GM-A2DH-01,TCGA-GM-A2DH,CHEK2,11200,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,FANCA,2175,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,ATM,472,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,MRE11,4361,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,NBN,4683,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,PALB2,79728,1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,BARD1,580,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,BRCA1,672,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,BRCA2,675,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,BRIP1,83990,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,RAD50,10111,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,RAD51,5888,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,RAD51B,5890,0
TCGA-GM-A2DI-01,TCGA-GM-A2DI,RAD51C,5889,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,RAD51D,5892,-1
TCGA-GM-A2DI-01,TCGA-GM-A2DI,CHEK2,11200,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,FANCA,2175,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,ATM,472,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,MRE11,4361,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,NBN,4683,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,PALB2,79728,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,BARD1,580,-1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,BRCA1,672,1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,BRCA2,675,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,BRIP1,83990,1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,RAD50,10111,0
TCGA-GM-A2DK-01,TCGA-GM-A2DK,RAD51,5888,-1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,RAD51B,5890,-1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,RAD51C,5889,1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,RAD51D,5892,1
TCGA-GM-A2DK-01,TCGA-GM-A2DK,CHEK2,11200,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,FANCA,2175,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,ATM,472,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,MRE11,4361,1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,NBN,4683,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,PALB2,79728,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,BARD1,580,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,BRCA1,672,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,BRCA2,675,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,BRIP1,83990,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,RAD50,10111,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,RAD51,5888,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,RAD51B,5890,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,RAD51C,5889,0
TCGA-GM-A2DL-01,TCGA-GM-A2DL,RAD51D,5892,-1
TCGA-GM-A2DL-01,TCGA-GM-A2DL,CHEK2,11200,-1
TCGA-GM-A2DM-01,TCGA-GM-A2DM,FANCA,2175,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,ATM,472,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,MRE11,4361,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,NBN,4683,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,PALB2,79728,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,BARD1,580,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,BRCA1,672,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,BRCA2,675,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,BRIP1,83990,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,RAD50,10111,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,RAD51,5888,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,RAD51B,5890,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,RAD51C,5889,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,RAD51D,5892,0
TCGA-GM-A2DM-01,TCGA-GM-A2DM,CHEK2,11200,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,FANCA,2175,-1
TCGA-GM-A2DN-01,TCGA-GM-A2DN,ATM,472,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,MRE11,4361,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,NBN,4683,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,PALB2,79728,1
TCGA-GM-A2DN-01,TCGA-GM-A2DN,BARD1,580,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,BRCA1,672,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,BRCA2,675,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,BRIP1,83990,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,RAD50,10111,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,RAD51,5888,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,RAD51B,5890,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,RAD51C,5889,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,RAD51D,5892,0
TCGA-GM-A2DN-01,TCGA-GM-A2DN,CHEK2,11200,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,FANCA,2175,-1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,ATM,472,-1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,MRE11,4361,-1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,NBN,4683,1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,PALB2,79728,1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,BARD1,580,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,BRCA1,672,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,BRCA2,675,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,BRIP1,83990,1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,RAD50,10111,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,RAD51,5888,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,RAD51B,5890,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,RAD51C,5889,1
TCGA-GM-A2DO-01,TCGA-GM-A2DO,RAD51D,5892,0
TCGA-GM-A2DO-01,TCGA-GM-A2DO,CHEK2,11200,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,FANCA,2175,-1
TCGA-GM-A3NW-01,TCGA-GM-A3NW,ATM,472,-1
TCGA-GM-A3NW-01,TCGA-GM-A3NW,MRE11,4361,-1
TCGA-GM-A3NW-01,TCGA-GM-A3NW,NBN,4683,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,PALB2,79728,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,BARD1,580,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,BRCA1,672,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,BRCA2,675,-1
TCGA-GM-A3NW-01,TCGA-GM-A3NW,BRIP1,83990,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,RAD50,10111,1
TCGA-GM-A3NW-01,TCGA-GM-A3NW,RAD51,5888,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,RAD51B,5890,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,RAD51C,5889,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,RAD51D,5892,0
TCGA-GM-A3NW-01,TCGA-GM-A3NW,CHEK2,11200,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,FANCA,2175,-1
TCGA-GM-A3NY-01,TCGA-GM-A3NY,ATM,472,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,MRE11,4361,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,NBN,4683,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,PALB2,79728,1
TCGA-GM-A3NY-01,TCGA-GM-A3NY,BARD1,580,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,BRCA1,672,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,BRCA2,675,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,BRIP1,83990,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,RAD50,10111,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,RAD51,5888,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,RAD51B,5890,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,RAD51C,5889,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,RAD51D,5892,0
TCGA-GM-A3NY-01,TCGA-GM-A3NY,CHEK2,11200,-1
TCGA-GM-A3XG-01,TCGA-GM-A3XG,FANCA,2175,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,ATM,472,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,MRE11,4361,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,NBN,4683,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,PALB2,79728,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,BARD1,580,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,BRCA1,672,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,BRCA2,675,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,BRIP1,83990,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,RAD50,10111,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,RAD51,5888,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,RAD51B,5890,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,RAD51C,5889,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,RAD51D,5892,0
TCGA-GM-A3XG-01,TCGA-GM-A3XG,CHEK2,11200,0
TCGA-GM-A3XL-01,TCGA-GM-A3XL,FANCA,2175,0
TCGA-GM-A3XL-01,TCGA-GM-A3XL,ATM,472,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,MRE11,4361,1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,NBN,4683,1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,PALB2,79728,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,BARD1,580,1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,BRCA1,672,0
TCGA-GM-A3XL-01,TCGA-GM-A3XL,BRCA2,675,0
TCGA-GM-A3XL-01,TCGA-GM-A3XL,BRIP1,83990,1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,RAD50,10111,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,RAD51,5888,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,RAD51B,5890,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,RAD51C,5889,0
TCGA-GM-A3XL-01,TCGA-GM-A3XL,RAD51D,5892,-1
TCGA-GM-A3XL-01,TCGA-GM-A3XL,CHEK2,11200,1
TCGA-GM-A3XN-01,TCGA-GM-A3XN,FANCA,2175,-1
TCGA-GM-A3XN-01,TCGA-GM-A3XN,ATM,472,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,MRE11,4361,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,NBN,4683,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,PALB2,79728,1
TCGA-GM-A3XN-01,TCGA-GM-A3XN,BARD1,580,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,BRCA1,672,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,BRCA2,675,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,BRIP1,83990,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,RAD50,10111,1
TCGA-GM-A3XN-01,TCGA-GM-A3XN,RAD51,5888,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,RAD51B,5890,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,RAD51C,5889,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,RAD51D,5892,0
TCGA-GM-A3XN-01,TCGA-GM-A3XN,CHEK2,11200,-1
TCGA-GM-A4E0-01,TCGA-GM-A4E0,FANCA,2175,-1
TCGA-GM-A4E0-01,TCGA-GM-A4E0,ATM,472,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,MRE11,4361,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,NBN,4683,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,PALB2,79728,-1
TCGA-GM-A4E0-01,TCGA-GM-A4E0,BARD1,580,-1
TCGA-GM-A4E0-01,TCGA-GM-A4E0,BRCA1,672,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,BRCA2,675,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,BRIP1,83990,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,RAD50,10111,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,RAD51,5888,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,RAD51B,5890,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,RAD51C,5889,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,RAD51D,5892,0
TCGA-GM-A4E0-01,TCGA-GM-A4E0,CHEK2,11200,-1
TCGA-GM-A5PV-01,TCGA-GM-A5PV,FANCA,2175,-2
TCGA-GM-A5PV-01,TCGA-GM-A5PV,ATM,472,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,MRE11,4361,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,NBN,4683,1
TCGA-GM-A5PV-01,TCGA-GM-A5PV,PALB2,79728,1
TCGA-GM-A5PV-01,TCGA-GM-A5PV,BARD1,580,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,BRCA1,672,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,BRCA2,675,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,BRIP1,83990,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,RAD50,10111,1
TCGA-GM-A5PV-01,TCGA-GM-A5PV,RAD51,5888,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,RAD51B,5890,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,RAD51C,5889,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,RAD51D,5892,0
TCGA-GM-A5PV-01,TCGA-GM-A5PV,CHEK2,11200,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,FANCA,2175,-1
TCGA-GM-A5PX-01,TCGA-GM-A5PX,ATM,472,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,MRE11,4361,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,NBN,4683,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,PALB2,79728,1
TCGA-GM-A5PX-01,TCGA-GM-A5PX,BARD1,580,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,BRCA1,672,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,BRCA2,675,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,BRIP1,83990,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,RAD50,10111,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,RAD51,5888,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,RAD51B,5890,-1
TCGA-GM-A5PX-01,TCGA-GM-A5PX,RAD51C,5889,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,RAD51D,5892,0
TCGA-GM-A5PX-01,TCGA-GM-A5PX,CHEK2,11200,0
TCGA-HN-A2NL-01,TCGA-HN-A2NL,FANCA,2175,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,ATM,472,0
TCGA-HN-A2NL-01,TCGA-HN-A2NL,MRE11,4361,0
TCGA-HN-A2NL-01,TCGA-HN-A2NL,NBN,4683,1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,PALB2,79728,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,BARD1,580,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,BRCA1,672,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,BRCA2,675,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,BRIP1,83990,1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,RAD50,10111,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,RAD51,5888,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,RAD51B,5890,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,RAD51C,5889,1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,RAD51D,5892,-1
TCGA-HN-A2NL-01,TCGA-HN-A2NL,CHEK2,11200,-1
TCGA-HN-A2OB-01,TCGA-HN-A2OB,FANCA,2175,-1
TCGA-HN-A2OB-01,TCGA-HN-A2OB,ATM,472,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,MRE11,4361,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,NBN,4683,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,PALB2,79728,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,BARD1,580,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,BRCA1,672,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,BRCA2,675,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,BRIP1,83990,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,RAD50,10111,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,RAD51,5888,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,RAD51B,5890,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,RAD51C,5889,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,RAD51D,5892,0
TCGA-HN-A2OB-01,TCGA-HN-A2OB,CHEK2,11200,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,FANCA,2175,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,ATM,472,1
TCGA-JL-A3YW-01,TCGA-JL-A3YW,MRE11,4361,1
TCGA-JL-A3YW-01,TCGA-JL-A3YW,NBN,4683,1
TCGA-JL-A3YW-01,TCGA-JL-A3YW,PALB2,79728,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,BARD1,580,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,BRCA1,672,-1
TCGA-JL-A3YW-01,TCGA-JL-A3YW,BRCA2,675,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,BRIP1,83990,-1
TCGA-JL-A3YW-01,TCGA-JL-A3YW,RAD50,10111,2
TCGA-JL-A3YW-01,TCGA-JL-A3YW,RAD51,5888,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,RAD51B,5890,0
TCGA-JL-A3YW-01,TCGA-JL-A3YW,RAD51C,5889,-1
